,BTC_Close,ETH_Close,SOL_Close,DOGE_Close,XRP_Close
BTC_Close,0.0,-0.42079261806928564,0.028949511284478202,0.141770313809096,0.15155537000085384
ETH_Close,-0.42079261806928564,0.0,-0.24641974631969876,-0.28822370048090745,-0.5870385063974406
SOL_Close,0.028949511284478202,-0.24641974631969876,0.0,0.3848139385955194,-0.07938015674356425
DOGE_Close,0.141770313809096,-0.28822370048090745,0.3848139385955194,0.0,-0.19635569071936843
XRP_Close,0.15155537000085384,-0.5870385063974406,-0.07938015674356425,-0.19635569071936843,0.0
