Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,EMA5_close,EMA10_close,EMA14_close,EMA20_close,EMA30_close,EMA100_close,EMA200_close,EMA100_volume,EMA200_volume,SMA5_close,SMA10_close,SMA20_close,SMA30_close,market_cap_approx,EMA5_marketcap,EMA10_marketcap,EMA14_marketcap,EMA20_marketcap,EMA30_marketcap,EMA100_marketcap,EMA200_marketcap,SMA5_marketcap,SMA10_marketcap,SMA20_marketcap,SMA30_marketcap,RSI,MACD,MACD_signal,MACD_diff,BB_high,BB_low,BB_mid,BB_width,ATR,OBV,Stoch_K,Stoch_D,ADX,CCI,Williams_R,ROC,MFI,daily_return,cumulative_return,volatility_20d,volume_change
2021-02-03 00:00:00+00:00,35510.8203125,37480.1875,35443.984375,37472.08984375,61166818159,0.0,0.0,35232.508685156194,34460.90291843249,34300.75528278495,34193.44609969362,33940.177185883185,32011.525683789565,30930.99315672015,54300684616.87538,48738558519.99709,34780.6875,33705.47109375,34114.28037109375,35262.5115234375,2292048505510367.0,2251582819660174.5,2261818516510886.0,2263070754326900.5,2253821432355247.0,2201967133926431.5,1779164880516728.8,1541004162367237.5,2114170150835992.8,2298282901857163.0,2184771613197674.5,2442089411917126.0,60.47010790316998,302.0067835272639,-72.50107497611523,374.5078585033791,38120.02061325616,30108.540128931345,34114.28037109375,23.48424295390744,3119.2130174936237,283931759693,90.11760417977392,69.32426065472573,10.847223080646813,105.72146707804214,-9.882395820226083,13.531965003742835,53.820499261201824,5.524598174340745,27.56824232826931,5.1952643027757945,-3.0461410107869846
2021-02-04 00:00:00+00:00,37475.10546875,38592.17578125,36317.5,36926.06640625,68838074392,0.0,0.0,35797.0279255208,34909.114461672034,34650.79676591363,34453.69565269899,34132.8152001004,32108.843321858087,30990.645626864727,54588553721.33329,48938553702.80309,35311.99609375,34161.4384765625,34119.31533203125,35360.2994140625,2541919306277369.5,2348361648532573.0,2312745932832064.5,2300250561253630.0,2281259325109735.0,2223899532142621.2,1794268928551593.0,1550963517033010.0,2176078126340531.5,2358609673368881.0,2187101839017987.2,2450283465852009.5,58.52640252011818,484.4299656984731,38.88513315880243,445.54483253967067,38138.90278357828,30099.727880484217,34119.31533203125,23.561946729765943,3058.8889291905075,215093685301,82.71456091680214,80.73210551857815,11.596483260117962,122.87462651961906,-17.285439083197858,15.150548769803187,61.851499454917615,-1.4571470120209207,25.709385496895322,5.017988558449403,12.541532261918476
2021-02-05 00:00:00+00:00,36931.546875,38225.90625,36658.76171875,38144.30859375,58598066402,0.0,0.0,36579.454814930534,35497.3315765953,35116.598342958474,34805.18259946575,34391.62122549715,32228.357485657925,31061.826352903387,54667950012.03956,49034668257.02396,36317.9859375,34718.884375,34217.62373046875,35404.297591145834,2235182727834941.8,2310635341633362.5,2298643531923496.5,2291574850131138.5,2276871077750231.0,2224627480251803.2,1802999894874035.5,1557771668384273.0,2273728094973267.0,2385876944609635.0,2194475846416013.2,2432373374716644.5,61.499842862961614,719.0152548275,174.91115749254195,544.104097334958,38520.040138698394,29915.207322239108,34217.62373046875,25.14737108642993,2952.335757909043,273691751703,95.14509066803805,89.32575192153804,12.292224855341171,131.39250946129033,-4.854909331961952,18.13267980316186,69.52887040967722,3.2991388091470286,29.85671262056364,5.044901671646008,-14.875500339663827
2021-02-06 00:00:00+00:00,38138.38671875,40846.546875,38138.38671875,39266.01171875,71326033653,0.0,0.0,37474.97378287036,36182.54614789615,35669.85345973068,35230.02346796901,34706.09803151346,32367.716975422125,31143.460038135694,54997813054.434814,49256472887.82969,37463.753125,35602.230859375,34391.36044921875,35400.796549479164,2800688873270655.0,2473986518845793.5,2389924503077525.0,2359456719883074.0,2326758486847414.0,2261792731414310.0,1822756112268028.0,1570139003756276.8,2422026663632678.5,2475508807605979.0,2240808986668640.0,2414490540603841.0,64.05520530186698,984.0938331499274,336.74769262401907,647.3461405259084,39186.35953964217,29596.36135879533,34391.36044921875,27.884904974919927,2934.894643504826,345017785356,86.23156239169423,88.0304046588448,13.652394660120054,168.82598048207478,-13.768437608305769,21.317232447115977,70.7156040408775,2.9406828078771152,33.67538664347096,5.063567944593925,21.72079734454444
2021-02-07 00:00:00+00:00,39250.19140625,39621.8359375,37446.15234375,38903.44140625,65500641143,0.0,0.0,37951.12965733024,36677.25437668776,36100.99851926659,35579.872795424344,34976.894378270656,32497.13726118109,31220.673783092057,55205789848.267784,49418106402.80651,38142.38359375,36145.965234375,34505.02880859375,35337.6576171875,2548200354778508.5,2498724464156698.5,2418701930659522.0,2384622537869132.0,2347848188555137.5,2280270642599097.0,1837121344792988.0,1579870957497791.5,2483607953534368.5,2474255775867063.0,2277538137674018.5,2379611347004950.0,62.60868809895878,1151.6387475546726,499.72590361014977,651.9128439445228,39605.00344947702,29405.054167710477,34505.02880859375,29.56076152942138,2880.665282808053,279517144213,83.07312158983044,88.14992488318757,14.588078220779654,130.98016719324107,-16.926878410169568,19.446180663517467,68.64000644215216,-0.9233693380855112,32.44106911063791,5.056674517661321,-8.167273871333492
2021-02-08 00:00:00+00:00,38886.828125,46203.9296875,38076.32421875,46196.46484375,101467222687,0.0,0.0,40699.57471947016,38408.019916153615,37447.060695864384,36590.97680002679,35700.73763410804,32768.41107469731,31369.686629466763,56121857825.272385,49936008057.3756,39887.25859375,37333.973046875,35011.36181640625,35535.72154947917,4687426985652948.0,3228291971322115.0,2831197395203781.0,2691663130906974.0,2570665216850167.0,2435571051828378.0,1893563040651601.0,1610791913001823.0,2962683649562885.0,2538426900199438.5,2408670139423011.5,2452687433579060.5,74.89135176053014,1851.5616897799919,770.0930608441182,1081.4686289358738,42210.83953920249,27811.88409361001,35011.36181640625,41.12652207331496,3255.446724661049,380984366900,99.95566350058587,89.75344916070351,16.834213829839083,230.54685777049968,-0.044336499414124826,51.799535653389185,70.78913259412927,18.746473766529938,57.26909938757541,6.477111952409407,54.91027403148361
2021-02-09 00:00:00+00:00,46184.9921875,48003.72265625,45166.9609375,46481.10546875,91809846886,0.0,0.0,42626.75163589678,39875.85365298932,38651.5999989158,37532.89381609566,36396.245236343006,33039.949577549836,31520.049005977045,56828550677.96006,50352663170.098236,41798.26640625,38555.13125,35558.02958984375,35806.543684895834,4267423176177955.0,3574669039607395.0,3092329355380903.5,2901764470276438.5,2732261212976623.0,2553755059850931.5,1940570172048162.5,1637226054923973.8,3307784423543001.5,2741931274941766.5,2503250363327712.0,2492675644038340.5,75.23330278552363,2401.5403218393694,1096.3825130431685,1305.157808796201,44326.75573999663,26789.303439690862,35558.02958984375,49.320652754377875,3225.54065281026,472794213786,91.82995559284593,91.61958022775407,19.197222506706996,231.09938226187893,-8.170044407154066,38.89012679692987,77.71481688690844,0.6161523959955284,58.23811671161256,6.4450645347059226,-9.517729514279205
2021-02-10 00:00:00+00:00,46469.76171875,47145.56640625,43881.15234375,44918.18359375,87301089896,0.0,0.0,43390.56228851452,40792.640914945805,39487.14447822703,38236.25474730084,36946.04771101443,33275.16213232608,31653.363777994688,57431967296.13907,50720309207.17189,43153.04140625,39735.513671875,36262.65380859375,36118.26126302083,3921406383883001.0,3690248154365930.5,3243070633290375.5,3037716725423980.0,2845513134015325.5,2641990629143323.0,1979794651490436.5,1659954217401178.0,3645029154752613.5,2959378624862940.0,2582733159895170.5,2477185849193267.0,69.62620212650492,2680.389752121344,1413.1839608588036,1267.2057912625403,45640.71776577127,26884.589851416233,36262.65380859375,51.72298754899756,3228.3173249309557,385493123890,82.83954071812109,91.54171993718431,20.829830369053706,167.57753716994293,-17.160459281878907,30.89426914870185,73.75650963071688,-3.362488605290981,52.91737806795756,5.565680248674931,-4.910973215758119
2021-02-11 00:00:00+00:00,44898.7109375,48463.46875,44187.76171875,47909.33203125,81388911810,0.0,0.0,44896.81886942635,42086.58475427384,40610.10281863009,39157.50020291504,37653.35637683608,33564.947674879026,31815.114705887776,57906362237.0076,51025469432.07565,44881.70546875,41172.729296875,37007.83232421875,36584.4736328125,3899288399567414.5,3759928236099758.5,3362382954431655.0,3152592948643104.5,2945872683115524.5,2723106614331974.0,2017804428680079.5,1682236149562036.2,3864749060011965.5,3143387861822321.5,2650283337900908.0,2522611096322986.5,73.67060559465267,3106.9259075887458,1751.932350204792,1354.9935573839537,47530.87717881086,26484.78746962664,37007.83232421875,56.86928519564003,3303.1308753823164,466882035700,96.62084029141587,90.43011220079428,22.57232201819942,163.68894510192075,-3.379159708584129,39.80157068313478,74.60448037043813,6.65910372634968,63.100304889117155,5.5467500560390315,-6.772169846955012
2021-02-12 00:00:00+00:00,47877.03515625,48745.734375,46424.9765625,47504.8515625,76555041196,0.0,0.0,45766.1631004509,43071.72417395132,41529.402651146076,39952.48604668504,38288.93671139504,33840.985375624,31971.231490530685,58275643008.47279,51279495021.76644,46601.9875,42372.185546875,37779.6927734375,36924.0900390625,3636735868377052.5,3718864113525523.5,3412265302421727.0,3217145337940964.5,3011669176949955.5,2782050437173592.0,2049862476990910.5,1701683907958205.8,4082456162731674.5,3283032058133021.0,2754589008602701.5,2557554833839774.5,72.26923466428018,3373.4338449054994,2076.2326491449335,1297.201195760566,48982.71854470894,26576.667002166054,37779.6927734375,59.30713009475913,3232.9613708907227,390326994504,92.46834148026564,90.64290749660086,24.23911819455506,147.77559477331675,-7.5316585197343695,43.45695480482174,74.306762077643,-0.8442623839676311,61.72331036680181,5.4720968662878615,-5.9392250203375685
2021-02-13 00:00:00+00:00,47491.203125,48047.74609375,46392.28125,47105.515625,70250456155,0.0,0.0,46212.61394196727,43805.14080141471,42272.884380993266,40633.72695890551,38857.748254208265,34103.649340958174,32121.821382415954,58512768021.275314,51468260804.186676,46783.79765625,43335.528125,38520.499609375,37188.029622395836,3309183960072730.0,3582304062374592.5,3393523240176454.5,3229417154225200.0,3040003918199743.5,2816059051554181.5,2074799536061837.5,1717678933352380.2,3806807557615630.5,3384745603589257.5,2841514252723210.5,2584762943328202.0,70.83657852901301,3511.9368110949144,2363.37348153493,1148.5633295599846,50125.58868524099,26915.410533509017,38520.499609375,60.25409427992764,3120.2830475235282,320076538349,90.04453329659962,93.04457168942703,25.770677923666984,121.73577637862998,-9.955466703400374,40.4576101823571,72.3533742206738,-0.8406213773231364,60.36382964774383,5.503748195172369,-8.235362351721154
2021-02-14 00:00:00+00:00,47114.5078125,49487.640625,47114.5078125,48717.2890625,71248675228,0.0,0.0,47047.505648811515,44698.25866706658,43132.1383385275,41403.5900163907,39493.84766119483,34393.02834534514,32286.95041405858,58764964203.58669,51665080848.20472,47231.034375,44514.650390625,39338.04443359375,37584.427018229166,3471042306402659.0,3545216810383948.0,3407617615853946.0,3261633841182194.5,3081055193266688.0,2858316035737954.5,2102447907751754.8,1735125335074273.8,3647531383660571.0,3477657903601786.5,2918133788485333.5,2617287193879253.5,73.15013888634356,3709.0029783533537,2632.4993808986146,1076.503597454739,51388.97264100635,27287.116226181148,39338.04443359375,61.26856777415909,3067.557472700419,391325213577,95.49591884020766,92.66959787235764,27.458923766670377,119.51061170600885,-4.504081159792334,37.19203743105267,77.46271140793539,3.421623595697554,65.85087628193527,5.4948906531886115,1.4209431904577796
2021-02-15 00:00:00+00:00,48696.53515625,48875.5703125,46347.4765625,47945.05859375,77069903166,0.0,0.0,47346.68996379101,45288.58592646356,43773.86103922383,42026.58702375825,40039.08707619839,34661.38537996702,32442.7524854983,59127438242.44636,51917865149.87433,47836.409375,45494.725390625,40106.8048828125,37976.6576171875,3695121023108508.5,3595184881292135.0,3459890962627502.5,3319432132105703.0,3139537653251623.5,2912303454277990.5,2133985989243967.8,1754627779731331.0,3602274311505673.0,3623651733129143.0,3004764338869389.0,2670867808653723.0,70.27365131881193,3759.5292773780093,2857.905360194494,901.6239171835155,52293.49214646174,27920.117619163273,40106.8048828125,60.771169876320684,3029.0243496503895,314255310411,90.35791127835851,91.9661211383886,28.622617051933183,96.615218844216,-9.64208872164149,27.948718082364426,70.11947075500994,-1.585126109458379,63.221930739224796,5.550235998050597,8.170296387086108
2021-02-16 00:00:00+00:00,47944.45703125,50341.1015625,47201.3046875,49199.87109375,77049582886,0.0,0.0,47964.41700711068,45999.728684152,44497.32904649399,42709.75693518604,40630.1053999114,34949.27618618054,32609.489984087868,59482332195.78405,52167931993.01986,48094.5171875,46488.111328125,41045.17109375,38423.6107421875,3790829545818406.0,3660399769467559.0,3520061614116757.5,3382285120600730.0,3201565452543698.0,2968982556958017.5,2166794772542471.5,1774888493821749.8,3580582540755871.0,3722665800383918.5,3099087303994949.0,2734761257907065.5,72.18748500910985,3856.3707734528507,3057.598442846165,798.7723306066855,52995.55765241945,29094.78453508056,41045.17109375,58.23041415212492,3036.936672889647,391304893297,92.33925292802562,92.73102768219725,29.993514561649942,98.45232603294929,-7.660747071974391,33.23886317179609,71.11994015110422,2.6171883752032166,67.49375613631403,5.163162296477761,-0.026366038057989982
