Date,Funding_Rate,Futures_Close,Futures_Volume,Funding_Rate_MA7,Funding_Rate_MA30,Spot_Close,Basis,Basis_MA7,OI,OI_Value,Long_Short_Ratio,Long_Account_Pct,Short_Account_Pct,OI_Change_1D,OI_Change_7D,OI_Momentum,Funding_OI_Product,Long_Short_Divergence
2020-01-31,0.00039858,9364.51,146644.026,0.0003039971428571,0.000219942,,,,,,,,,,,,,
2020-02-01,0.00049052,9392.74,109040.285,0.0003597857142857,0.000236258,,,,,,,,,,,,,
2020-02-02,0.00065524,9338.2,148402.977,0.0004391057142857,0.000254766,,,,,,,,,,,,,
2020-02-03,0.0001,9300.64,159049.385,0.0004391057142857,0.000255637,,,,,,,,,,,,,
2020-02-04,0.00038192,9198.35,147843.902,0.00041596,0.0002650343333333,,,,,,,,,,,,,
2020-02-05,0.00052631,9630.0,212311.697,0.0004144414285714,0.0002792446666666,,,,,,,,,,,,,
2020-02-06,0.00055668,9778.12,200556.367,0.0004441785714285,0.0002944673333333,,,,,,,,,,,,,
2020-02-07,0.00034616,9821.52,129740.767,0.00043669,0.0003026726666666,,,,,,,,,,,,,
2020-02-08,0.00099315,9906.43,129267.269,0.0005084942857142,0.0003324443333333,,,,,,,,,,,,,
2020-02-09,0.00113954,10167.38,143407.013,0.00057768,0.0003670956666666,,,,,,,,,,,,,
2020-02-10,0.00097918,9865.56,184242.737,0.0007032771428571,0.0003964016666666,,,,,,,,,,,,,
2020-02-11,0.0005012,10229.06,190119.815,0.0007203171428571,0.000409775,,,,,,,,,,,,,
2020-02-12,0.00103884,10339.99,159674.258,0.0007935357142857,0.0004410696666666,,,,,,,,,,,,,
2020-02-13,0.00070414,10239.63,213052.717,0.0008146014285714,0.0004612076666666,,,,,,,,,,,,,
2020-02-14,0.00055952,10356.82,130975.746,0.0008450814285714,0.000476525,,,,,,,,,,,,,
2020-02-15,0.00087369,9914.99,152146.127,0.0008280157142857,0.0004951593333333,,,,,,,,,,,,,
2020-02-16,0.00060847,9921.86,141547.956,0.0007521485714285,0.0004965253333333,,,,,,,,,,,,,
2020-02-17,0.00091076,9716.0,185338.179,0.0007423742857142,0.0005161903333333,,,,,,,,,,,,,
2020-02-18,0.00029662,10174.32,166119.369,0.0007131485714285,0.0004952553333333,,,,,,,,,,,,,
2020-02-19,0.00040757,9593.65,187495.927,0.0006229671428571,0.000505247,,,,,,,,,,,,,
2020-02-20,0.0001,9601.99,143105.587,0.0005366614285714,0.0005033336666666,,,,,,,,,,,,,
2020-02-21,0.0001,9681.39,98954.288,0.0004710157142857,0.0005033336666666,,,,,,,,,,,,,
2020-02-22,0.00012243,9659.2,58419.547,0.0003636928571428,0.00048998,,,,,,,,,,,,,
2020-02-23,0.00065308,9943.12,97134.358,0.0003700657142857,0.0005057666666666,,,,,,,,,,,,,
2020-02-24,0.0001,9662.95,157965.671,0.0002542428571428,0.0005057666666666,,,,,,,,,,,,,
2020-02-25,0.00046949,9326.0,168641.725,0.0002789385714285,0.000518083,,,,,,,,,,,,,
2020-02-26,0.0003866,8792.22,267005.172,0.0002759428571428,0.0005276363333333,,,,,,,,,,,,,
2020-02-27,0.0001,8828.0,200638.488,0.0002759428571428,0.0005128383333333,,,,,,,,,,,,,
2020-02-28,0.00023604,8699.57,196066.11,0.0002953771428571,0.0005028083333333,,,,,,,,,,,,,
2020-02-29,0.00062345,8531.98,103524.685,0.0003669514285714,0.0005119726666666,,,,,,,,,,,,,
2020-03-01,0.00031033,8537.84,174332.916,0.0003179871428571,0.000509031,,,,,,,,,,,,,
2020-03-02,0.0001,8919.7,160294.484,0.0003179871428571,0.0004960136666666,,,,,,,,,,,,,
2020-03-03,0.0001,8765.0,160123.605,0.0002652028571428,0.0004775056666666,,,,,,,,,,,,,
2020-03-04,0.00024328,8756.93,105462.12,0.0002447285714285,0.0004822816666666,,,,,,,,,,,,,
2020-03-05,0.00019521,9062.81,161840.623,0.00025833,0.000476058,,,,,,,,,,,,,
2020-03-06,0.00035706,9139.48,115011.583,0.0002756185714285,0.0004704163333333,,,,,,,,,,,,,
2020-03-07,0.00032714,8897.18,125804.999,0.0002332885714285,0.000462765,,,,,,,,,,,,,
2020-03-08,0.00042921,8038.46,237407.028,0.0002502714285714,0.0004655333333333,,,,,,,,,,,,,
2020-03-09,0.0001,7932.15,334399.107,0.0002502714285714,0.0004357616666666,,,,,,,,,,,,,
2020-03-10,0.0001,7897.66,257068.702,0.0002502714285714,0.0004011103333333,,,,,,,,,,,,,
2020-03-11,0.00022898,7938.39,220537.381,0.0002482285714285,0.0003761036666666,,,,,,,,,,,,,
2020-03-12,-0.00015149,4764.65,784747.02,0.0001987,0.0003543473333333,,,,,,,,,,,,,
2020-03-13,-0.00065378,5570.26,935489.242,5.429428571428571e-05,0.0002979266666666,,,,,,,,,,,,,
2020-03-14,-0.00050325,5167.01,316242.586,-6.433285714285713e-05,0.0002576803333333,,,,,,,,,,,,,
2020-03-15,-0.0004879,5357.32,356311.765,-0.0001953485714285,0.0002227663333333,,,,,,,,,,,,,
2020-03-16,-0.00090358,5026.26,621555.792,-0.0003387171428571,0.000163524,,,,,,,,,,,,,
2020-03-17,-0.00010573,5307.38,429908.098,-0.0003681071428571,0.0001397173333333,,,,,,,,,,,,,
2020-03-18,-0.00033374,5389.64,402005.703,-0.0004484957142857,9.8234e-05,,,,,,,,,,,,,
2020-03-19,-0.00027089,6159.6,499391.19,-0.0004655528571428,7.931700000000001e-05,,,,,,,,,,,,,
2020-03-20,0.0001,6203.77,571898.016,-0.00035787,6.906466666666667e-05,,,,,,,,,,,,,
2020-03-21,-0.00011557,6183.69,387679.649,-0.0003024871428571,6.187900000000001e-05,,,,,,,,,,,,,
2020-03-22,2.24e-06,5810.17,391002.795,-0.0002324671428571,5.862033333333334e-05,,,,,,,,,,,,,
2020-03-23,0.0001,6463.84,489746.087,-8.909857142857143e-05,5.787266666666667e-05,,,,,,,,,,,,,
2020-03-24,0.0001,6741.33,437968.553,-5.970857142857144e-05,3.943666666666667e-05,,,,,,,,,,,,,
2020-03-25,9.813e-05,6673.41,400684.542,1.987142857142862e-06,3.937433333333334e-05,,,,,,,,,,,,,
2020-03-26,1.599e-05,6733.76,281245.628,4.297e-05,2.4257666666666673e-05,,,,,,,,,,,,,
2020-03-27,1.48e-06,6353.64,258213.519,2.889571428571429e-05,1.1420333333333338e-05,,,,,,,,,,,,,
2020-03-28,-0.0002165,6230.95,341944.185,1.4477142857142855e-05,8.70333333333339e-07,,,,,,,,,,,,,
2020-03-29,-0.00025613,5876.27,251335.919,-2.2432857142857144e-05,-1.5535333333333327e-05,,,,,,,,,,,,,
2020-03-30,-6.982e-05,6391.08,387321.998,-4.6692857142857145e-05,-3.864433333333332e-05,,,,,,,,,,,,,
2020-03-31,-0.000162,6407.1,262522.644,-8.412142857142858e-05,-5.438866666666666e-05,,,,,,,,,,,,,
2020-04-01,-0.00034983,6641.51,390529.602,-0.0001481157142857,-6.9383e-05,,,,,,,,,,,,,
2020-04-02,9.417e-05,6791.63,531321.428,-0.0001369471428571,-6.957733333333332e-05,,,,,,,,,,,,,
2020-04-03,0.0001,6729.8,411944.927,-0.0001228728571428,-7.435333333333333e-05,,,,,,,,,,,,,
2020-04-04,-7.77e-05,6851.1,319849.757,-0.0001030442857142,-8.345033333333333e-05,,,,,,,,,,,,,
2020-04-05,3.859e-05,6768.9,239224.508,-6.094142857142858e-05,-9.4066e-05,,,,,,,,,,,,,
2020-04-06,-8.471e-05,7325.73,461331.013,-6.306857142857144e-05,-0.0001077943333333,,,,,,,,,,,,,
2020-04-07,1.131e-05,7192.9,419572.04,-3.831e-05,-0.0001217243333333,,,,,,,,,,,,,
2020-04-08,6.677e-05,7357.66,332599.575,2.120428571428571e-05,-0.000122832,,,,,,,,,,,,,
2020-04-09,-8.854e-05,7278.65,293638.581,-4.897142857142866e-06,-0.0001291166666666,,,,,,,,,,,,,
2020-04-10,0.0001,6857.82,440148.453,-4.897142857142867e-06,-0.000133416,,,,,,,,,,,,,
2020-04-11,0.0001,6874.18,224157.844,2.048857142857142e-05,-0.000125033,,,,,,,,,,,,,
2020-04-12,8.453e-05,6900.52,321594.822,2.7051428571428565e-05,-0.0001004226666666,,,,,,,,,,,,,
2020-04-13,-2.882e-05,6834.0,421954.773,3.503571428571428e-05,-8.460833333333333e-05,,,,,,,,,,,,,
2020-04-14,-0.00020028,6864.11,280445.427,4.808571428571425e-06,-7.5021e-05,,,,,,,,,,,,,
2020-04-15,2.925e-05,6616.89,281136.689,-5.514285714285754e-07,-4.392666666666667e-05,,,,,,,,,,,,,
2020-04-16,6.364e-05,7098.15,559868.603,2.1188571428571424e-05,-3.8281e-05,,,,,,,,,,,,,
2020-04-17,-6.771e-05,7022.44,277339.601,-2.770000000000006e-06,-2.9413333333333335e-05,,,,,,,,,,,,,
2020-04-18,-0.00019642,7242.42,225807.171,-4.511571428571429e-05,-2.6931e-05,,,,,,,,,,,,,
2020-04-19,8.514e-05,7118.03,216975.114,-4.502857142857143e-05,-2.7426333333333332e-05,,,,,,,,,,,,,
2020-04-20,-5.762e-05,6825.29,445104.981,-4.9142857142857144e-05,-2.5494666666666672e-05,,,,,,,,,,,,,
2020-04-21,0.0001,6838.0,288024.528,-6.245714285714289e-06,-2.2236e-05,,,,,,,,,,,,,
2020-04-22,-0.00031244,7120.06,306482.163,-5.5058571428571426e-05,-3.5984e-05,,,,,,,,,,,,,
2020-04-23,0.0001,7483.35,472510.047,-4.9864285714285715e-05,-3.5984e-05,,,,,,,,,,,,,
2020-04-24,0.0001,7504.11,278378.368,-2.5905714285714283e-05,-3.5921666666666665e-05,,,,,,,,,,,,,
2020-04-25,0.0001,7534.01,243266.807,1.6440000000000005e-05,-3.312133333333334e-05,,,,,,,,,,,,,
2020-04-26,0.0001,7694.17,269921.936,1.856285714285715e-05,-2.9837333333333337e-05,,,,,,,,,,,,,
2020-04-27,0.0001,7774.0,290336.169,4.108000000000001e-05,-1.9287333333333338e-05,,,,,,,,,,,,,
2020-04-28,0.0001,7735.75,217652.761,4.108e-05,-7.416333333333334e-06,,,,,,,,,,,,,
2020-04-29,0.0001,8784.2,871197.569,0.0001,-1.755666666666667e-06,,,,,,,,,,,,,
2020-04-30,0.0001,8624.76,944211.711,0.0001,6.977666666666667e-06,,,,,,,,,,,,,
2020-05-01,0.00013528,8830.52,417820.386,0.00010504,2.3148e-05,,,,,,,,,,,,,
2020-05-02,0.00010144,8975.18,295769.728,0.0001052457142857,2.3390333333333332e-05,,,,,,,,,,,,,
2020-05-03,0.00015162,8900.0,451322.713,0.00011262,2.5111e-05,,,,,,,,,,,,,
2020-05-04,0.0001,8873.98,440135.307,0.00011262,3.103433333333333e-05,,,,,,,,,,,,,
2020-05-05,0.0001,9022.78,409920.13,0.00011262,3.3081333333333324e-05,,,,,,,,,,,,,
2020-05-06,0.00035981,9148.27,507753.8,0.0001497357142857,4.789866666666666e-05,,,,,,,,,,,,,
2020-05-07,0.0001,9995.0,738920.219,0.0001497357142857,5.0855e-05,,,,,,,,,,,,,
2020-05-08,0.0005319,9807.49,458034.211,0.0002063957142857,6.635933333333334e-05,,,,,,,,,,,,,
2020-05-09,0.00058018,9550.67,411941.957,0.0002747871428571,8.865e-05,,,,,,,,,,,,,
2020-05-10,0.0001,8719.53,842909.031,0.0002674128571428,8.865e-05,,,,,,,,,,,,,
2020-05-11,0.0001,8561.09,805164.964,0.0002674128571428,8.865000000000001e-05,,,,,,,,,,,,,
2020-05-12,0.0001,8808.71,369716.041,0.0002674128571428,8.916566666666667e-05,,,,,,,,,,,,,
2020-05-13,0.0001,9305.91,379719.0,0.0002302971428571,9.345966666666668e-05,,,,,,,,,,,,,
2020-05-14,0.0001,9786.8,602528.438,0.0002302971428571,0.000103469,,,,,,,,,,,,,
2020-05-15,0.0001,9310.73,504107.096,0.0001685971428571,0.0001058273333333,,,,,,,,,,,,,
2020-05-16,0.0001,9374.99,287768.201,0.0001,0.0001070393333333,,,,,,,,,,,,,
2020-05-17,8.88e-06,9678.57,300859.34,8.698285714285714e-05,0.0001095923333333,,,,,,,,,,,,,
2020-05-18,-6.64e-05,9731.1,363732.37,6.321142857142858e-05,0.0001139263333333,,,,,,,,,,,,,
2020-05-19,0.0001,9773.64,376313.845,6.321142857142856e-05,0.0001144216666666,,,,,,,,,,,,,
2020-05-20,0.0001,9508.11,334423.59,6.321142857142858e-05,0.0001196756666666,,,,,,,,,,,,,
2020-05-21,0.0001,9060.0,461439.193,6.321142857142858e-05,0.0001196756666666,,,,,,,,,,,,,
2020-05-22,6.867e-05,9166.4,276008.073,5.8735714285714295e-05,0.0001323793333333,,,,,,,,,,,,,
2020-05-23,7.023e-05,9176.41,201589.66,5.4482857142857143e-05,0.000131387,,,,,,,,,,,,,
2020-05-24,6.724e-05,8711.37,339643.378,6.282e-05,0.000130295,,,,,,,,,,,,,
2020-05-25,-4.226e-05,8895.65,302980.106,6.626857142857142e-05,0.0001255529999999,,,,,,,,,,,,,
2020-05-26,4.599e-05,8837.05,275619.158,5.855285714285715e-05,0.0001237526666666,,,,,,,,,,,,,
2020-05-27,-0.00014025,9197.32,272253.998,2.4231428571428572e-05,0.0001157443333333,,,,,,,,,,,,,
2020-05-28,-1.187e-05,9569.59,327412.374,8.25e-06,0.0001120153333333,,,,,,,,,,,,,
2020-05-29,-6.04e-06,9422.26,238691.299,-2.422857142857143e-06,0.0001084806666666,,,,,,,,,,,,,
2020-05-30,0.0001,9695.0,255234.058,1.8300000000000011e-06,0.0001084806666666,,,,,,,,,,,,,
2020-05-31,0.0001,9446.43,219829.356,6.510000000000002e-06,0.0001073046666666,,,,,,,,,,,,,
2020-06-01,9.38e-06,10232.48,333740.457,1.3887142857142858e-05,0.000104236,,,,,,,,,,,,,
2020-06-02,0.0001,9514.9,354168.517,2.1602857142857143e-05,0.0001025153333333,,,,,,,,,,,,,
2020-06-03,0.0001,9663.59,185389.412,5.5924285714285715e-05,0.0001025153333333,,,,,,,,,,,,,
2020-06-04,0.0001,9788.33,264515.319,7.190571428571429e-05,0.0001025153333333,,,,,,,,,,,,,
2020-06-05,0.0001,9617.29,237103.042,8.705428571428572e-05,9.3855e-05,,,,,,,,,,,,,
2020-06-06,0.0001,9664.0,152526.703,8.705428571428571e-05,9.385500000000002e-05,,,,,,,,,,,,,
2020-06-07,0.0001,9743.92,253986.313,8.705428571428572e-05,7.945833333333333e-05,,,,,,,,,,,,,
2020-06-08,0.0001,9778.87,162086.419,0.0001,6.345233333333334e-05,,,,,,,,,,,,,
2020-06-09,0.0001,9771.66,204422.819,0.0001,6.345233333333332e-05,,,,,,,,,,,,,
2020-06-10,0.0001,9884.99,193628.149,0.0001,6.345233333333332e-05,,,,,,,,,,,,,
2020-06-11,0.0001,9278.03,404046.613,0.0001,6.345233333333334e-05,,,,,,,,,,,,,
2020-06-12,9.714e-05,9458.91,211611.34,9.959142857142858e-05,6.335700000000001e-05,,,,,,,,,,,,,
2020-06-13,0.0001,9468.54,113449.075,9.959142857142858e-05,6.3357e-05,,,,,,,,,,,,,
2020-06-14,0.0001,9339.61,143978.523,9.959142857142857e-05,6.3357e-05,,,,,,,,,,,,,
2020-06-15,-0.00018213,9422.01,413865.727,5.928714285714287e-05,5.395266666666666e-05,,,,,,,,,,,,,
2020-06-16,0.0001,9519.12,225713.247,5.928714285714286e-05,5.699e-05,,,,,,,,,,,,,
2020-06-17,7.51e-05,9458.45,227477.39,5.573e-05,6.170666666666668e-05,,,,,,,,,,,,,
2020-06-18,7.624e-05,9381.59,158349.247,5.233571428571428e-05,6.091466666666667e-05,,,,,,,,,,,,,
2020-06-19,0.0001,9307.0,219510.059,5.2744285714285715e-05,6.091466666666667e-05,,,,,,,,,,,,,
2020-06-20,0.0001,9354.04,154462.29,5.274428571428571e-05,6.091466666666666e-05,,,,,,,,,,,,,
2020-06-21,0.0001,9293.51,110599.558,5.2744285714285715e-05,6.1959e-05,,,,,,,,,,,,,
2020-06-22,0.0001,9686.99,260561.647,9.304857142857142e-05,6.295133333333333e-05,,,,,,,,,,,,,
2020-06-23,0.00012215,9631.66,164673.499,9.621285714285716e-05,6.478166666666667e-05,,,,,,,,,,,,,
2020-06-24,0.0001,9298.4,300450.251,9.977e-05,6.952366666666667e-05,,,,,,,,,,,,,
2020-06-25,0.0001,9246.75,272566.502,0.0001031642857142,7.1324e-05,,,,,,,,,,,,,
2020-06-26,0.0001,9159.99,249348.67,0.0001031642857142,7.933233333333333e-05,,,,,,,,,,,,,
2020-06-27,0.0001,9008.0,237840.165,0.0001031642857142,8.306133333333333e-05,,,,,,,,,,,,,
2020-06-28,4.867e-05,9114.0,153842.891,9.583142857142856e-05,8.4885e-05,,,,,,,,,,,,,
2020-06-29,0.0001,9189.48,176660.525,9.583142857142856e-05,8.488500000000001e-05,,,,,,,,,,,,,
2020-06-30,0.0001,9138.87,143469.832,9.266714285714286e-05,8.4885e-05,,,,,,,,,,,,,
2020-07-01,0.0001,9233.29,161642.185,9.266714285714284e-05,8.790566666666666e-05,,,,,,,,,,,,,
2020-07-02,0.0001,9087.72,230747.519,9.266714285714286e-05,8.790566666666666e-05,,,,,,,,,,,,,
2020-07-03,0.0001,9057.52,96947.338,9.266714285714286e-05,8.790566666666666e-05,,,,,,,,,,,,,
2020-07-04,0.0001,9137.18,100215.438,9.266714285714284e-05,8.790566666666667e-05,,,,,,,,,,,,,
2020-07-05,0.0001,9071.86,139545.566,0.0001,8.790566666666666e-05,,,,,,,,,,,,,
2020-07-06,0.0001,9339.6,199643.828,0.0001,8.790566666666666e-05,,,,,,,,,,,,,
2020-07-07,0.0001,9258.51,127833.975,0.0001,8.790566666666666e-05,,,,,,,,,,,,,
2020-07-08,0.0001,9436.08,170243.001,0.0001,8.790566666666666e-05,,,,,,,,,,,,,
2020-07-09,0.0001,9236.28,188355.856,0.0001,8.790566666666667e-05,,,,,,,,,,,,,
2020-07-10,0.0001,9288.39,140849.874,0.0001,8.790566666666666e-05,,,,,,,,,,,,,
2020-07-11,0.0001,9233.5,74976.521,0.0001,8.790566666666667e-05,,,,,,,,,,,,,
2020-07-12,0.0001,9300.69,127841.882,0.0001,8.8001e-05,,,,,,,,,,,,,
2020-07-13,0.0001,9241.2,136117.659,0.0001,8.8001e-05,,,,,,,,,,,,,
2020-07-14,0.0001,9254.17,129704.278,0.0001,8.800100000000001e-05,,,,,,,,,,,,,
2020-07-15,0.0001,9197.3,104107.708,0.0001,9.740533333333334e-05,,,,,,,,,,,,,
2020-07-16,0.0001,9132.0,148089.45,0.0001,9.740533333333334e-05,,,,,,,,,,,,,
2020-07-17,0.0001,9151.69,80940.584,0.0001,9.823533333333332e-05,,,,,,,,,,,,,
2020-07-18,0.0001,9171.8,63233.596,0.0001,9.902733333333332e-05,,,,,,,,,,,,,
2020-07-19,0.0001,9210.51,75554.579,0.0001,9.902733333333332e-05,,,,,,,,,,,,,
2020-07-20,0.0001,9161.13,72429.691,0.0001,9.902733333333332e-05,,,,,,,,,,,,,
2020-07-21,0.0001,9388.01,179211.347,0.0001,9.902733333333336e-05,,,,,,,,,,,,,
2020-07-22,0.0001,9518.25,126598.902,0.0001,9.902733333333332e-05,,,,,,,,,,,,,
2020-07-23,0.0001,9604.41,166990.147,0.0001,9.8289e-05,,,,,,,,,,,,,
2020-07-24,0.0001,9539.7,133975.068,0.0001,9.8289e-05,,,,,,,,,,,,,
2020-07-25,0.0001,9701.49,133377.589,0.0001,9.8289e-05,,,,,,,,,,,,,
2020-07-26,0.00065437,9939.69,261998.786,0.0001791957142857,0.0001167679999999,,,,,,,,,,,,,
2020-07-27,0.00051888,11047.58,744752.4,0.0002390357142857,0.0001307306666666,,,,,,,,,,,,,
2020-07-28,0.00097576,10919.94,499486.679,0.0003641442857142,0.0001616336666666,,,,,,,,,,,,,
2020-07-29,0.00061856,11113.03,356188.761,0.0004382242857142,0.000178919,,,,,,,,,,,,,
2020-07-30,0.00069174,11111.96,230327.988,0.0005227585714285,0.0001986436666666,,,,,,,,,,,,,
2020-07-31,0.00037716,11343.68,307399.731,0.0005623528571428,0.0002078823333333,,,,,,,,,,,,,
2020-08-01,0.00048996,11811.42,386322.642,0.0006180614285714,0.000220881,,,,,,,,,,,,,
2020-08-02,0.00024752,11079.72,492803.351,0.00055994,0.0002257983333333,,,,,,,,,,,,,
2020-08-03,0.00043731,11227.07,238654.591,0.0005482871428571,0.000237042,,,,,,,,,,,,,
2020-08-04,0.00038617,11200.05,200044.934,0.00046406,0.000246581,,,,,,,,,,,,,
2020-08-05,0.00022044,11752.5,263510.011,0.0004071857142857,0.0002505956666666,,,,,,,,,,,,,
2020-08-06,0.00036099,11770.56,236459.595,0.0003599357142857,0.0002592953333333,,,,,,,,,,,,,
2020-08-07,0.00023934,11596.06,273935.127,0.0003402471428571,0.00026394,,,,,,,,,,,,,
2020-08-08,0.0001,11765.72,154707.303,0.0002845385714285,0.00026394,,,,,,,,,,,,,
2020-08-09,0.00014574,11685.99,125463.463,0.0002699985714285,0.0002654646666666,,,,,,,,,,,,,
2020-08-10,0.00030218,11896.89,290418.014,0.0002506942857142,0.000272204,,,,,,,,,,,,,
2020-08-11,0.00059816,11392.64,336861.638,0.0002809785714285,0.0002888093333333,,,,,,,,,,,,,
2020-08-12,0.0001,11568.36,213799.491,0.0002637728571428,0.0002888093333333,,,,,,,,,,,,,
2020-08-13,0.0001,11790.0,248214.725,0.0002264885714285,0.0002888093333333,,,,,,,,,,,,,
2020-08-14,0.00027433,11767.89,159019.959,0.0002314871428571,0.0002946203333333,,,,,,,,,,,,,
2020-08-15,0.00021904,11859.04,222262.987,0.0002484928571428,0.0002985883333333,,,,,,,,,,,,,
2020-08-16,0.00031524,11921.23,165733.721,0.0002727071428571,0.000305763,,,,,,,,,,,,,
2020-08-17,0.0008576,12298.06,331435.112,0.0003520528571428,0.0003310163333333,,,,,,,,,,,,,
2020-08-18,0.00100156,11960.79,291349.888,0.0004096814285714,0.0003610683333333,,,,,,,,,,,,,
2020-08-19,0.00024051,11763.87,313267.066,0.0004297542857142,0.000365752,,,,,,,,,,,,,
2020-08-20,0.00018281,11857.92,130981.044,0.0004415842857142,0.0003685123333333,,,,,,,,,,,,,
2020-08-21,0.0001,11538.53,195106.536,0.00041668,0.0003685123333333,,,,,,,,,,,,,
2020-08-22,0.0001,11670.47,126696.73,0.0003996742857142,0.0003685123333333,,,,,,,,,,,,,
2020-08-23,0.0001,11654.0,95608.033,0.0003689257142857,0.0003685123333333,,,,,,,,,,,,,
2020-08-24,0.0001,11753.3,108781.125,0.0002606971428571,0.0003685123333333,,,,,,,,,,,,,
2020-08-25,0.0004258,11327.17,267234.771,0.0001784457142857,0.0003608933333333,,,,,,,,,,,,,
2020-08-26,0.00013038,11466.22,170305.024,0.0001627128571428,0.0003479433333333,,,,,,,,,,,,,
2020-08-27,0.0001,11335.53,253778.342,0.0001508828571428,0.0003187513333333,,,,,,,,,,,,,
2020-08-28,0.0001,11526.85,129477.627,0.0001508828571428,0.000301466,,,,,,,,,,,,,
2020-08-29,0.0001,11466.66,83715.229,0.0001508828571428,0.0002817413333333,,,,,,,,,,,,,
2020-08-30,0.0001,11714.14,113266.672,0.0001508828571428,0.0002725026666666,,,,,,,,,,,,,
2020-08-31,0.00015461,11658.11,127272.378,0.0001586842857142,0.0002613243333333,,,,,,,,,,,,,
2020-09-01,0.0004686,11930.18,211680.828,0.0001647985714285,0.0002686936666666,,,,,,,,,,,,,
2020-09-02,0.00045038,11396.96,280411.964,0.0002105128571428,0.0002691293333333,,,,,,,,,,,,,
2020-09-03,0.00024709,10141.08,487812.737,0.0002315257142857,0.0002644933333333,,,,,,,,,,,,,
2020-09-04,0.0001,10448.0,432563.841,0.0002315257142857,0.0002604786666666,,,,,,,,,,,,,
2020-09-05,0.0001,10168.71,399307.282,0.0002315257142857,0.000251779,,,,,,,,,,,,,
2020-09-06,0.0001,10258.13,190207.654,0.0002315257142857,0.0002471343333333,,,,,,,,,,,,,
2020-09-07,0.0001,10378.76,258476.949,0.0002237242857142,0.0002471343333333,,,,,,,,,,,,,
2020-09-08,0.0001,10129.02,317802.322,0.0001710671428571,0.0002456096666666,,,,,,,,,,,,,
2020-09-09,0.0001,10219.29,151222.689,0.0001210128571428,0.0002388703333333,,,,,,,,,,,,,
2020-09-10,0.0001,10335.91,187667.873,0.0001,0.000222265,,,,,,,,,,,,,
2020-09-11,0.0001,10387.81,135929.303,0.0001,0.000222265,,,,,,,,,,,,,
2020-09-12,0.0001,10438.28,97429.037,0.0001,0.000222265,,,,,,,,,,,,,
2020-09-13,0.0001,10327.72,159021.843,0.0001,0.000216454,,,,,,,,,,,,,
2020-09-14,8.68e-06,10664.1,205260.236,8.695428571428572e-05,0.0002094419999999,,,,,,,,,,,,,
