date,bc_market_price,bc_hash_rate,bc_difficulty,bc_n_transactions,bc_n_unique_addresses,bc_total_bitcoins,bc_market_cap,bc_miners_revenue,bc_transaction_fees,bc_mempool_size,cm_adractcnt,cm_txcnt,cm_txtfrvaladjusd,cm_txtfrvalmeanusd,cm_hashrate,cm_isstotusd,cm_feetotusd,cm_diffmean
2025-08-10 00:00:00,116485.38,868625162.1369333,129435235580344.53,400467.0,489536.0,19903931.25,2323983012750.0,51005043.20194832,3.0765149299999996,3549545.0,651290,396369,7641696979.031893726236907,16882.55763662433369459581315235,868625162.1369319447336977622845,50282942.973866015625,367458.34680095394129825,129435235580344.8
2025-08-10 19:15:00,116485.38,868625162.1369333,129435235580344.53,400467.0,489536.0,19903931.25,2323983012750.0,51005043.20194832,3.0765149299999996,2130234.0,651290,396369,7641696979.031893726236907,16882.55763662433369459581315235,868625162.1369319447336977622845,50282942.973866015625,367458.34680095394129825,129435235580344.8
2025-08-11 00:00:00,119295.42,945836287.6602162,129435235580344.48,449633.0,552696.0,19903931.25,2323983012750.0,55915983.724809095,4.41552572,2130234.0,760684,449439,14191090966.48851760263901128,27401.762513382664705465794548552,945836284.571769763334268426545530178544,54547126.0254708375,531342.45209424172142796,129435235580344.8
2025-08-11 02:28:17,119295.42,945836287.6602162,129435235580344.48,449633.0,552696.0,19904668.75,2414834412750.0,55915983.724809095,4.41552572,2130234.0,760684,449439,14191090966.48851760263901128,27401.762513382664705465794548552,945836284.571769763334268426545530178544,54547126.0254708375,531342.45209424172142796,129435235580344.8
2025-08-12 00:00:00,118715.93,881493683.0574806,129435235580344.53,367063.0,543783.0,19904668.75,2414834412750.0,53843540.11236853,4.246542050000002,2130234.0,721420,365290,13309897189.0197569200158604,29696.63826466645036264727843962,881493684.086960758299449663632356607152,51441070.36282684375,494706.5934790798094986,129435235580344.8
2025-08-12 00:30:00,118715.93,881493683.0574806,129435235580344.53,367063.0,543783.0,19904668.75,2414834412750.0,53843540.11236853,4.246542050000002,917183.0,721420,365290,13309897189.0197569200158604,29696.63826466645036264727843962,881493684.086960758299449663632356607152,51441070.36282684375,494706.5934790798094986,129435235580344.8
2025-08-12 17:48:02,118715.93,881493683.0574806,129435235580344.53,367063.0,543783.0,19905387.5,2377897590750.0,53843540.11236853,4.246542050000002,917183.0,721420,365290,13309897189.0197569200158604,29696.63826466645036264727843962,881493684.086960758299449663632356607152,51441070.36282684375,494706.5934790798094986,129435235580344.8
2025-08-13 00:00:00,120169.3,1003744631.8026783,129435235580344.47,441094.0,562007.0,19905387.5,2377897590750.0,60045859.57365181,4.397483219999999,917183.0,753168,444797,15367783001.56293659729169,28082.23106897242697272062210525,1003744628.714231892983181610697830178544,60178306.413346875,551239.97733950374095,129435235580344.8
2025-08-13 05:45:00,120169.3,1003744631.8026783,129435235580344.47,441094.0,562007.0,19905387.5,2377897590750.0,60045859.57365181,4.397483219999999,199291.5,753168,444797,15367783001.56293659729169,28082.23106897242697272062210525,1003744628.714231892983181610697830178544,60178306.413346875,551239.97733950374095,129435235580344.8
2025-08-14 00:00:00,123359.45,1042350194.56432,129435235580344.44,484085.0,630373.0,19905387.5,2377897590750.0,61609577.20507048,4.334277269999999,199291.5,803997,479810,17248221193.5713199748211555,29972.745757249138617153811717,1042350194.5643183336804373147414,59995824.8359201875,505770.0071528191218703,129435235580344.8
2025-08-14 06:58:30,123359.45,1042350194.56432,129435235580344.44,484085.0,630373.0,19906171.875,2422979240625.0,61609577.20507048,4.334277269999999,199291.5,803997,479810,17248221193.5713199748211555,29972.745757249138617153811717,1042350194.5643183336804373147414,59995824.8359201875,505770.0071528191218703,129435235580344.8
2025-08-14 11:00:00,123359.45,1042350194.56432,129435235580344.44,484085.0,630373.0,19906171.875,2422979240625.0,61609577.20507048,4.334277269999999,1610515.5,803997,479810,17248221193.5713199748211555,29972.745757249138617153811717,1042350194.5643183336804373147414,59995824.8359201875,505770.0071528191218703,129435235580344.8
2025-08-15 00:00:00,118387.9,862190901.6766596,129435235580344.53,430405.0,555918.0,19906171.875,2422979240625.0,51476198.521993086,3.5997992999999986,1610515.5,734665,433563,17698947483.6406515485146546,33070.48611714814372851485133485,862190905.794585069347792183523626428608,49124069.16560565625,441005.03190880663642745,129435235580344.8
2025-08-15 16:15:00,118387.9,862190901.6766596,129435235580344.53,430405.0,555918.0,19906171.875,2422979240625.0,51476198.521993086,3.5997992999999986,3192587.0,734665,433563,17698947483.6406515485146546,33070.48611714814372851485133485,862190905.794585069347792183523626428608,49124069.16560565625,441005.03190880663642745,129435235580344.8
2025-08-15 19:06:07,118387.9,862190901.6766596,129435235580344.53,430405.0,555918.0,19906865.625,2335672543781.25,51476198.521993086,3.5997992999999986,3192587.0,734665,433563,17698947483.6406515485146546,33070.48611714814372851485133485,862190905.794585069347792183523626428608,49124069.16560565625,441005.03190880663642745,129435235580344.8
2025-08-16 00:00:00,117419.5,978007589.9615842,129435235580344.47,401706.0,475351.0,19906865.625,2335672543781.25,56291249.48949163,2.9899124099999996,3192587.0,642573,396105,10065213200.1155628281957009,22481.82401532382685690496737728,978007594.079509328645618551828226428608,55794652.75195925,337853.4723982443504435,129435235580344.8
2025-08-16 21:30:00,117419.5,978007589.9615842,129435235580344.47,401706.0,475351.0,19906865.625,2335672543781.25,56291249.48949163,2.9899124099999996,311645.0,642573,396105,10065213200.1155628281957009,22481.82401532382685690496737728,978007594.079509328645618551828226428608,55794652.75195925,337853.4723982443504435,129435235580344.8
2025-08-17 00:00:00,117484.12,978007589.9615842,129435235580344.47,440879.0,434867.0,19906865.625,2335672543781.25,57118058.45187763,2.54035809,311645.0,569807,442159,7882623339.88895521192221792,14789.057565416930086171149281584,978007594.079509328645618551828226428608,55860927.3101468,296781.97894448517366832,129435235580344.8
2025-08-17 13:14:04,117484.12,978007589.9615842,129435235580344.47,440879.0,434867.0,19907678.125,2354879245406.25,57118058.45187763,2.54035809,311645.0,569807,442159,7882623339.88895521192221792,14789.057565416930086171149281584,978007594.079509328645618551828226428608,55860927.3101468,296781.97894448517366832,129435235580344.8
2025-08-18 00:00:00,117455.5,990876110.8821313,129435235580344.47,478104.0,506163.0,19907678.125,2354879245406.25,57700190.9822444,3.3925466499999994,311645.0,701698,482626,16609148238.59134733491711474,29842.093786951925099081370353282,990876106.764203079417429709349973571392,55975590.05403220625,400003.44963219824930441,129435235580344.8
