feature,importance
OBV,0.03504529534540712
ADX,0.03138331353521434
MACD_diff,0.02879371119305492
EMA200_volume,0.026413620209977607
SMA30_marketcap,0.026208660730685646
GOLD,0.024748381396724244
bc_total_bitcoins,0.02411583794907747
SPX,0.023751587715548927
SILVER,0.0236715015325158
SMA20_marketcap,0.023654464481999066
ROC,0.023445909168824133
RSI,0.022712113699898763
volatility_20d,0.022372041629903857
MFI,0.022362009200992357
OIL,0.021941273713602695
BSV,0.02185954203286164
QQQ,0.020952418937172722
CCI,0.020704904420044457
MACD_signal,0.02064430247640379
DGS10,0.020409919569176694
EMA200_marketcap,0.01986823578100221
UUP,0.019568766994682053
EMA100_marketcap,0.01920360073627487
MACD,0.01872023059039608
DTWEXBGS,0.01783409884293914
EMA20_marketcap,0.017766950919025127
EMA30_marketcap,0.017621268380660284
ATR,0.01760857919316175
bc_miners_revenue,0.017550021319149865
bc_mempool_size,0.016827573316332726
bc_difficulty,0.01662767400147434
EMA14_marketcap,0.016615397068464682
VIXCLS,0.01628039682028969
DEXUSEU,0.016116829134007863
T10Y2Y,0.015225685045752047
Stoch_K,0.01510864112705345
google_trends_btc,0.014440067359252079
bc_transaction_fees,0.014369330276904745
Stoch_D,0.014249021682670171
EMA10_marketcap,0.014124356961465774
SMA5_marketcap,0.013990813665554172
EMA5_marketcap,0.01386080063529218
SMA10_marketcap,0.013369612808557719
bc_n_transactions,0.013020095895823142
EMA100_volume,0.01297855815499675
EURUSD,0.012917356179331959
Williams_R,0.012433504968866804
M2SL,0.010316875418483761
daily_return,0.01002311535829453
bc_hash_rate,0.009205476334565673
market_cap_approx,0.008782249609925734
Volume,0.008631509363581608
bc_n_unique_addresses,0.00857596530670982
fear_greed_index,0.008185178711168393
UNRATE,0.00605902465075995
CPIAUCSL,0.005670718398721013
GDP,0.004738663666660723
volume_change,0.0036185369297785136
DFF,0.0027044094528824152
cm_adractcnt,0.0
cm_txcnt,0.0
cm_txtfrvaladjusd,0.0
cm_txtfrvalmeanusd,0.0
cm_hashrate,0.0
cm_isstotusd,0.0
cm_feetotusd,0.0
cm_diffmean,0.0
