,total_return,annual_return,annual_volatility,sharpe_ratio,max_drawdown,final_value
Buy-and-Hold,64.53155586008779,69.87106747524585,44.8753993840846,1.5570015740077436,-28.14447809457368,16453.15558600878
Long-Only (RF),-0.062969000599844,-0.06700647519528591,1.4224432011994268,-0.04710660864264034,-0.999999999999995,9993.703099940016
Long-Only (XGB),8.360332069097677,8.91981825792132,12.460352474414318,0.7158560142048135,-4.103310677683345,10836.033206909768
Long-Short (RF),-44.05628649298403,-46.10207152958363,70.17804073342052,-0.6569301600297981,-53.46727518635065,5594.371350701596
Long-Short (XGB),-60.28438303136596,-62.56837204690211,60.30569791527156,-1.0375200720636641,-66.58017018025924,3971.561696863403
