Strategy,Total Return,Annual Return,Sharpe Ratio,Max Drawdown,Win Rate,Trades
Buy-and-Hold,37.48311938633708,82.58120810785809,2.6709536529548754,-12.24813849470865,52.84974093264248,0
Long-Only,1.334838057325971,2.5394427198955682,0.39996370751783944,-4.073300396206237,2.072538860103627,3
Threshold 1%,0.7984853348188992,1.5154602156645547,0.2645307788392111,-3.104343834551764,1.0362694300518136,1
Threshold 2%,0.7098928906966728,1.346789263773962,0.23512092248533611,-3.104343834551764,0.5181347150259068,1
