,Open,High,Low,Close,Volume,Dividends,Stock Splits,EMA5_close,EMA10_close,EMA14_close,EMA20_close,EMA30_close,EMA100_close,EMA200_close,EMA100_volume,EMA200_volume,SMA5_close,SMA10_close,SMA20_close,SMA30_close,market_cap_approx,EMA5_marketcap,EMA10_marketcap,EMA14_marketcap,EMA20_marketcap,EMA30_marketcap,EMA100_marketcap,EMA200_marketcap,SMA5_marketcap,SMA10_marketcap,SMA20_marketcap,SMA30_marketcap,RSI,MACD,MACD_signal,MACD_diff,BB_high,BB_low,BB_mid,BB_width,ATR,OBV,Stoch_K,Stoch_D,ADX,CCI,Williams_R,ROC,MFI,daily_return,cumulative_return,volatility_20d,volume_change,QQQ,SPX,UUP,EURUSD,GOLD,SILVER,OIL,BSV,DGS10,DFF,CPIAUCSL,UNRATE,M2SL,GDP,DEXUSEU,DTWEXBGS,T10Y2Y,VIXCLS,fear_greed_index,google_trends_btc,bc_market_price,bc_hash_rate,bc_difficulty,bc_n_transactions,bc_n_unique_addresses,bc_total_bitcoins,bc_market_cap,bc_miners_revenue,bc_transaction_fees,bc_mempool_size,cm_adractcnt,cm_txcnt,cm_txtfrvaladjusd,cm_txtfrvalmeanusd,cm_hashrate,cm_isstotusd,cm_feetotusd,cm_diffmean
EMA20_close,0.9948736259377908,0.9945489352454087,0.9936459572450775,0.9937430909958263,0.48439118190743535,,,0.9968801478817971,0.9988439631144327,0.9996298881232006,1.0,0.9992825915567362,0.9831206397972688,0.9617936212236212,0.6176417748098275,0.5556313541853619,0.9966838159656722,0.9986716411482001,0.9995848964084504,0.9981726986094809,0.7967760499585007,0.8712136073706077,0.8937992311422596,0.9039099956116864,0.913642632948725,0.922776346085935,0.9321551914791713,0.9162451542177065,0.8676364274348581,0.8893429846832722,0.9083526684278427,0.917097968288101,0.10057206142708576,0.23390656018586428,0.2723371047956796,-0.08651289395389847,0.9962053866668625,0.9943534615243786,0.9995848964084504,-0.1912361394593149,0.7389493395752944,0.6354603670225406,0.06424673421000188,0.07801831280717025,-0.173188306780788,0.01562093234462382,0.0642467342100019,0.019654289453940474,0.0012871825164854883,-0.011257932711928077,0.9937430909958263,-0.22394634261332902,0.03239362768231068,0.9189072519790451,0.9206033967732302,0.49175995542792994,0.31001103229870275,0.894249051079476,0.8906975068663907,-0.48616402503608536,0.914872242036011,0.31837374999266715,0.1928739425795335,0.5086116501246113,0.23040529761671433,0.47414721685583094,0.5746626497127576,0.314255454946124,0.25150547667199497,0.3776109759305822,-0.23502750349521437,0.38992006425220915,0.6735482583847842,0.9948593182762863,0.8067768110698791,0.8197627165987751,0.3285552286265801,-0.49806406063636083,0.6031921764991919,0.9951935781622945,0.6295621140179803,-0.14258258686055386,-0.10135276854650195,-0.3961676343362396,0.4594494725952785,0.3390766663490536,0.2651225839725332,0.4525354530247399,0.39462578318738367,-0.06123922747342899,0.4814490076467212
EMA30_close,0.9914138428360968,0.9910429750949504,0.9900975978262334,0.9901689579185372,0.4775294572324879,,,0.9937215196866811,0.9964717458744797,0.9979327307184959,0.9992825915567362,1.0,0.988322385939031,0.9682531251196471,0.6210123807886962,0.5614845009721423,0.9934534158764792,0.9962054915686696,0.9989956932423323,0.9993904163591455,0.7897887193802196,0.8641244354039755,0.8875488874376769,0.8984924307998605,0.9095128884423476,0.9206233748285052,0.9367037571042008,0.922912647109569,0.8605051303735819,0.882987548653343,0.9043726788671628,0.9156596264318824,0.07467435927402045,0.19806410347022463,0.23600209771629174,-0.09136917728227574,0.9950592128231941,0.9943865049357788,0.9989956932423323,-0.1936189629330508,0.7418678450561915,0.6306250307371232,0.050480561192951225,0.06155220204271025,-0.17933083137542888,-0.0011939449290785612,0.05048056119295129,-0.0003121523460931574,-0.019115731340635198,-0.013321723360026462,0.9901689579185368,-0.21856580020339253,0.03200935640509257,0.9181802654253067,0.9207358591832409,0.49036428206616317,0.31023248805996434,0.8966326319360041,0.8935768989067244,-0.4792569109780935,0.9169525567541067,0.31500656915794895,0.18699988202259443,0.5079464515738974,0.22927569524937103,0.48420322596061444,0.5735134736907219,0.31461335818317093,0.25109954034742565,0.38158512958226026,-0.224728304512483,0.3622168719399676,0.6713737239722118,0.9913999370533911,0.8057048880307219,0.8190811264929342,0.32510361554611106,-0.5078700787036243,0.6015401494217791,0.992003534700508,0.6172689692303336,-0.14863863653258028,-0.10934572291896144,-0.39934422784141926,0.4642744322158838,0.3406232956091611,0.26586248248380756,0.456826854463528,0.3969762647424869,-0.06339685639077665,0.4854511817738841
EMA100_close,0.9695818163997734,0.968937870448827,0.968575277951597,0.9682688109047918,0.44600075102081344,,,0.9723061891564322,0.9764029536273552,0.9792938871986117,0.9831206397972688,0.988322385939031,1.0,0.9930402454734994,0.6148474510272428,0.5746577282014522,0.9718878599785076,0.9757358069137052,0.9821269931368907,0.9872314417897448,0.757960462910929,0.8290693731156729,0.8522969715888614,0.864062165200538,0.8772246943072773,0.8930625526717118,0.938017546944718,0.9418318512160705,0.8254485376588562,0.8471321818823565,0.8707414978632951,0.8869841908865117,0.011128097847179177,0.09920245933182657,0.12279690508223566,-0.06117918370890894,0.977197427709624,0.9787693029965505,0.9821269931368907,-0.1890164378478157,0.7254040114290226,0.6118737484821932,0.02797825182899243,0.03336172432611961,-0.19556580849928323,-0.03103118432491381,0.02797825182899251,-0.03857372093215217,-0.05797572193993783,-0.016331356655033442,0.9682688109047912,-0.1989363380506902,0.03143172452283663,0.9071904166466163,0.9158780938115197,0.479479240873536,0.30797546275488574,0.9106983774752456,0.9022396250085283,-0.43414566321785475,0.9239369824682893,0.2940530763663597,0.15239310587313498,0.5048429374829992,0.21469624908300383,0.5501267308593972,0.5680911497101561,0.3127206314233351,0.24859523365261535,0.3956476789012656,-0.15655715418912652,0.24725688196150072,0.64612381560712,0.9695885112917363,0.7966475967573124,0.8108471348926469,0.30241785797827414,-0.5556696795652262,0.591109308262135,0.9711836635668292,0.5477577055058965,-0.1982142753354437,-0.17246249509943207,-0.4117617168056597,0.4823636901328789,0.3504843857630548,0.27545489714270804,0.47628038798611566,0.40746976634187265,-0.07148925422709722,0.5065264148875167
EMA200_close,0.9477020674414516,0.9466574136194482,0.947401589449591,0.9465187958299179,0.4354403517204779,,,0.9503636203436159,0.9544517954466253,0.957499108965553,0.9617936212236212,0.9682531251196471,0.9930402454734994,1.0,0.604398066421662,0.578175445550366,0.9499154110503499,0.9536530256609104,0.9603022529203481,0.9663187214787916,0.7442181507938572,0.8129547133663471,0.8347126947987584,0.845752920149935,0.8583590478210957,0.8742327261900644,0.92926913955801,0.9467735571121154,0.8093880590318654,0.8292671393775645,0.8509117181588951,0.8666389017179097,-0.0061501853835908985,0.0738223098166632,0.0890133306117461,-0.037582111718303765,0.9543671086871589,0.9582543988456641,0.9603022529203481,-0.18432020028775523,0.6851303697777426,0.6079351563932224,0.023756976186015,0.027662423781522213,-0.20590433206063985,-0.032633349107034845,0.023756976186015116,-0.046411471053762074,-0.06585481880342095,-0.016430922604457367,0.9465187958299178,-0.19638197089826206,0.029558658337080088,0.8829803555668256,0.8991299050345942,0.471318947161371,0.28546719578002816,0.9156252528780002,0.8941380264913288,-0.3876053545886588,0.912036964741387,0.27884181661225654,0.11958809735743098,0.5012476452041547,0.18211998349293823,0.620640657200006,0.5600144481540771,0.2901519734469304,0.2567723424684406,0.3963284767585093,-0.08481798933467585,0.1759746583120346,0.6035360778408181,0.9477248605457981,0.7818452271771356,0.7955805700619936,0.2648548841699015,-0.5732639611934242,0.5762376029729308,0.9500105845615424,0.4934046738008974,-0.24455653771119704,-0.24461256066298115,-0.4249540370815512,0.4989882651319894,0.3625247578408741,0.28647137989930715,0.4941105877876801,0.420394393848305,-0.07569515969253598,0.5261587700554421
EMA100_volume,0.6046465191698421,0.6087926438719465,0.5962542944465519,0.602848661387307,0.6404353944673684,,,0.6072302214534782,0.6115701585514841,0.614372927143394,0.6176417748098275,0.6210123807886962,0.6148474510272428,0.604398066421662,1.0,0.9697989618945057,0.6070507519790662,0.6116365376367426,0.6184357990641394,0.6230356524883808,0.6401652639203065,0.7094716964915933,0.7369455088904011,0.7513005233077804,0.7670078375734116,0.784440152107436,0.8089750824703468,0.791206941425188,0.7070075423153256,0.7352031521910823,0.7662997926020126,0.7850545052241411,-0.06396709826317062,0.03723320594171908,0.06969099168669263,-0.1021840053254791,0.638435253712517,0.59072969119947,0.6184357990641394,0.16621906983881696,0.7774245303149916,0.7699507453435717,-0.002468219013949428,0.0012568944412178307,-0.0948670310653272,-0.06807407875245206,-0.0024682190139494863,-0.049539640527615135,-0.09853023803552931,-0.021657141945877086,0.6028486613873063,0.3177494652175141,-0.009760951666665596,0.3535249733014437,0.3662010308367184,-0.09657356695352151,0.511026833884125,0.399412874975061,0.557702435932017,-0.47969577990597523,0.6629405569644943,-0.2795977085707226,-0.39140405977299364,-0.1820459821933944,0.717973994012393,0.08374907363527331,-0.13172373612912447,0.5141040817114728,-0.17776790838975604,0.746810960042248,0.05342893106477723,0.10955557432245744,0.16478226512034164,0.6044340604616784,0.20942417060127305,0.22095386586287594,-0.1861107530945965,-0.19668223317461883,-0.09256999151153444,0.5904890317169943,0.4807752357772624,-0.041607804140910094,-0.34122142644404396,-0.28843322717935765,0.3366940207670627,0.23835702129244904,0.18350358361558683,0.32921188937164836,0.2745608465083422,-0.058026617497619684,0.34940590642086317
EMA200_volume,0.5408173104179695,0.5445918812995545,0.5329147025408296,0.5390128309967497,0.5724754290020185,,,0.5433367924525725,0.547961766353945,0.5512616979861334,0.5556313541853619,0.5614845009721423,0.5746577282014522,0.578175445550366,0.9697989618945057,1.0,0.5431415566763951,0.5478203226144724,0.5557164965054909,0.5625060190176072,0.5652056487722005,0.6254248820100954,0.6500090476420278,0.6637386020540657,0.6800175906616305,0.700641790158624,0.7609942415050811,0.776364090035353,0.6229924639996753,0.6474926241847474,0.6775143771244997,0.6995063509852911,-0.09151720566640667,-0.02265276223481677,-0.0038768974905403005,-0.06713620226933634,0.5747114511385455,0.5296862074618399,0.5557164965054909,0.1714467058262835,0.7232991517130606,0.7836138406300487,-0.011591224325250442,-0.00981221886192425,-0.09768448405302861,-0.08085958431141833,-0.011591224325250544,-0.059203379945918476,-0.10806449035214614,-0.02207746791098699,0.5390128309967486,0.33366726413147363,-0.01776894359082269,0.27936824230097107,0.2935423087667968,-0.23727185758965375,0.5984233197211575,0.3468038465265229,0.5167090560750064,-0.46070879908624424,0.651107739683444,-0.42032021826105614,-0.522017271921348,-0.29671108565180276,0.7424469184337272,0.11159488331719863,-0.24188566477900308,0.6012506284909428,-0.3052622909263567,0.8263160125311987,0.12025784558414251,0.013181738931717497,0.028449173560042177,0.5406267273543625,0.10124011688572561,0.1114926124767971,-0.2867793053108268,-0.19625505603837726,-0.21163436817953346,0.5238813269012206,0.43609475322387603,-0.10329716034954535,-0.466592096133906,-0.26959086704919993,0.31741788793955034,0.22488410077421297,0.17729148940979997,0.31439010987669913,0.2583359443994667,-0.05809390761774346,0.3355635531932858
SMA5_close,0.9991143023768397,0.998847652690109,0.9982939013790149,0.9982935417789586,0.4932712889257576,,,0.9998816232314364,0.9993284904808905,0.9983947805584257,0.9966838159656722,0.9934534158764792,0.9718878599785076,0.9499154110503499,0.6070507519790662,0.5431415566763951,1.0,0.9988111944082629,0.9948776550286467,0.9905076790732894,0.8069189059723433,0.8795742719413313,0.8988858279704207,0.9066929119684984,0.9135512605441346,0.9191012839121382,0.9199833513578137,0.9026602637771324,0.8760459861191652,0.8938368728515351,0.9064488466632317,0.9107275390148688,0.16495264810192153,0.30617680109467366,0.33265430341403157,-0.03326651499806484,0.9932129880604288,0.9877889537207716,0.9948776550286467,-0.17918683857314174,0.7273331965056695,0.6438447992515908,0.11294954831679972,0.1353824926560915,-0.16125575992882732,0.07003604117741187,0.1129495483167998,0.08363630822624547,0.06189557046041337,-0.005725432644397096,0.9982935417789597,-0.230704867837266,0.03318003231650178,0.9188464664496505,0.9193248375688183,0.49268824267508915,0.31126603196262204,0.8910602230104094,0.8865109866431337,-0.4956580372784476,0.9117136774523192,0.3227249268155811,0.20184335634342374,0.5096715722378691,0.23236664707809843,0.45878035534979245,0.5765330952937724,0.3152653393315912,0.25070370650755985,0.3706016289559995,-0.25174406019973833,0.44129783662460914,0.67505236147038,0.9991064692689674,0.8078723625029426,0.8200074316157722,0.3354742701457874,-0.4831480158420354,0.6055301973489626,0.9987928780403464,0.6463568498693216,-0.13734070265979523,-0.09022457496961771,-0.3902767278495516,0.45095794371640086,0.3394199983865959,0.2678550691509864,0.44573957586186397,0.39133776400276293,-0.05527513806882853,0.47703906311867234
SMA10_close,0.9970890712137751,0.9967607334962193,0.9959093829003451,0.9960047162345805,0.4919707370521639,,,0.9988372748476022,0.9997715408006866,0.999612234040776,0.9986716411482001,0.9962054915686696,0.9757358069137052,0.9536530256609104,0.6116365376367426,0.5478203226144724,0.9988111944082629,1.0,0.9977411499899802,0.9939308899600631,0.8036727811515142,0.8781672724007166,0.899267668069708,0.9080003105592145,0.9158035363308393,0.9223286458223109,0.9248422627009726,0.9074400811360689,0.8748345291571077,0.8951387652137454,0.9096586623846343,0.9148438626434752,0.13293145897237332,0.2802832770546649,0.3175420112001519,-0.07415691542269083,0.9953289157735712,0.9914548185023436,0.9977411499899802,-0.1857909601873154,0.7325997988643752,0.640191599876868,0.08164483685340247,0.10019364464818087,-0.16450955224775685,0.03633506165140674,0.08164483685340256,0.049418503837119314,0.033498797027681514,-0.010487651157728858,0.9960047162345814,-0.23015175386462883,0.03346343412323777,0.9182542292481379,0.9191829104771564,0.49237484515899227,0.30994697579996916,0.8913801264775154,0.8872709067323569,-0.4925473711626547,0.9119186958395703,0.32127857372429913,0.19867379536957291,0.5088955744059444,0.23142870441108196,0.463606200122695,0.5754606455718891,0.3140357830367953,0.2512522816815164,0.37265077444637734,-0.24472134747952465,0.42024482208720443,0.6750605227299622,0.9970757499337985,0.8071935956833481,0.8195064790829929,0.3322852449267122,-0.4878584376991065,0.6043343795896071,0.9972508246024424,0.6408570821632783,-0.13790370169910926,-0.09446406558263035,-0.3938328684540306,0.45398232809663014,0.3378650728543014,0.2655426858937206,0.44892215433427474,0.39249448750859395,-0.06027019749937356,0.47825485167452264
SMA20_close,0.9927881558651357,0.9924581562767183,0.9914110603934965,0.9915480176674459,0.48393536834892503,,,0.9951450982876399,0.9977796450269102,0.9989254166360462,0.9995848964084504,0.9989956932423323,0.9821269931368907,0.9603022529203481,0.6184357990641394,0.5557164965054909,0.9948776550286467,0.9977411499899802,1.0,0.9984713081888753,0.7950478153340158,0.8702324850709128,0.8937746761297632,0.9043812424905944,0.9145075245444647,0.9238030320657135,0.9320975773098176,0.9154005226978752,0.8666740781696769,0.889582239658376,0.9103240072997073,0.9189493255124889,0.08773604921688861,0.2247635228195393,0.2702142089684987,-0.11173686026239246,0.9961551460341819,0.9952802997723209,1.0,-0.19508582233075245,0.740609676232654,0.6329703316567531,0.04908366083088908,0.06042747810920273,-0.17337628406459976,0.0004298910079689599,0.04908366083088915,-5.895872853402609e-05,-0.017417559729465324,-0.013208427937903793,0.9915480176674457,-0.22436206766770914,0.03222154929207061,0.9170776201422727,0.9187757854301686,0.4911279839774129,0.30823237599527276,0.8916316739504584,0.8878821308823955,-0.48528169466661675,0.9124567748929481,0.31796771235495597,0.19242962004199038,0.5074124727713247,0.22944072011781,0.4733502097475541,0.5732713160726464,0.31247515603610826,0.2517423371404769,0.3769197578544491,-0.2332995964350991,0.3842747518185012,0.672731002652804,0.9927708308458874,0.8049243549074694,0.8180978691181223,0.32632814851862596,-0.4970314022815716,0.6018322960773685,0.9932497921414535,0.6283898780836176,-0.1406367117827074,-0.10082699668170801,-0.39509590333229383,0.45863544828733144,0.33682917738648954,0.26239501177974,0.45081752487663185,0.392907366380325,-0.061663985907884925,0.4790591894366203
SMA30_close,0.9882945923425218,0.9879110281318056,0.9868874452978303,0.9869875605558563,0.4746018851710341,,,0.9908591258307745,0.9942824247032697,0.9962521791079905,0.9981726986094809,0.9993904163591455,0.9872314417897448,0.9663187214787916,0.6230356524883808,0.5625060190176072,0.9905076790732894,0.9939308899600631,0.9984713081888753,1.0,0.7860191044197009,0.8608163677707356,0.8854914968116424,0.8973463346585351,0.909387113609134,0.9214346823355827,0.9372812649425224,0.9223083296338594,0.8570840548277849,0.8809689982856181,0.9053710637381767,0.9184741270628655,0.057563006425544655,0.17892169127398697,0.22175498004888886,-0.11127703442960707,0.993756068313592,0.9947294598761826,0.9984713081888755,-0.1992302996426328,0.7443034701267108,0.627424352579501,0.03777371827348345,0.04602533417488709,-0.18266120575958478,-0.015552391670192154,0.03777371827348354,-0.018094694858918656,-0.03895082509363074,-0.014158194359682902,0.9869875605558558,-0.21643289743177577,0.03078153372377103,0.9156351390161288,0.9180262871887305,0.4889834478530952,0.30823482754409437,0.8929635216129829,0.890337980018894,-0.47725196362778344,0.9135686935056471,0.3138536025005126,0.18571545993279315,0.505697833133799,0.2281748663657608,0.48281360608598384,0.570826460755021,0.31260967563122166,0.2507551549511294,0.381341013338007,-0.2237211100988605,0.3538591302752185,0.6687214557196214,0.9882772603679206,0.8026313600765209,0.8162568585631383,0.3228606204515451,-0.5059272877156697,0.598971037444298,0.9889369218249803,0.6161627074915847,-0.14581132361470442,-0.10761457174684183,-0.39727674635134014,0.46297476270986127,0.3378277198107918,0.2623658365330442,0.45440371982566774,0.3946601321187001,-0.06334700506767545,0.4824665971933427
market_cap_approx,0.8065597676099479,0.8131874897786265,0.7971221637146039,0.8066171877850701,0.8481537508181718,,,0.8066232508234612,0.8038543801832182,0.8010891270619821,0.7967760499585007,0.7897887193802196,0.757960462910929,0.7442181507938572,0.6401652639203065,0.5652056487722005,0.8069189059723433,0.8036727811515142,0.7950478153340158,0.7860191044197009,1.0,0.9459026195261676,0.9151023893500934,0.9005918535366283,0.8851754272172931,0.8672935629073342,0.8085803869527326,0.7756093269926564,0.9116869960967084,0.8886241507326349,0.8549141120908476,0.8375628693060149,0.18459447819498848,0.3525061072515386,0.3756720949870615,-0.013737125830127135,0.8026278120442166,0.7795130025882592,0.7950478153340158,-0.04718049269241288,0.6194209493056495,0.6230986102570291,0.10342678786811765,0.13274598091993575,-0.08164584284404809,0.09402954377880104,0.1034267878681177,0.10647452286455329,0.08168195029422626,0.011169644738994157,0.8066171877850696,-0.10458820034746505,0.2383949753386278,0.6815825215188188,0.6860422248011543,0.33411532193785726,0.2827441369485524,0.688997884854974,0.7185081930043958,-0.44005224004500987,0.7206177967924046,0.19464835524495003,0.07723118410433147,0.324512762421927,0.2814586637055011,0.3425543874090517,0.3711308738170053,0.2857660132764079,0.16196569318168283,0.3644041883767264,-0.13948456960611896,0.3743014708168269,0.48601420314105226,0.8064515648095244,0.597221904405159,0.6092173653068665,0.15589447959309388,-0.20748590141271503,0.3968095783598334,0.8044118719617228,0.5405061319352928,-0.0910029348905229,-0.14358846325326577,-0.32583669106180674,0.44017567927126505,0.4796401103258233,0.4173791383526083,0.44865742400422315,0.40928242933701575,0.01749673866368377,0.49389387102488275
EMA5_marketcap,0.8784416453856302,0.8815271112138077,0.8728065935374575,0.8775279600646613,0.7412107474482823,,,0.8791777857657191,0.8775836572595608,0.875268662237979,0.8712136073706077,0.8641244354039755,0.8290693731156729,0.8129547133663471,0.7094716964915933,0.6254248820100954,0.8795742719413313,0.8781672724007166,0.8702324850709128,0.8608163677707356,0.9459026195261676,1.0,0.992160971589507,0.9833927598206368,0.9711963248751567,0.9543302135923424,0.8897189948872594,0.8513954876705967,0.9920280452742137,0.9789785050057844,0.9474337752102593,0.9238781113929486,0.17162696426813437,0.36337526652432683,0.39999505188534185,-0.05692144339815391,0.8793142054882278,0.8523591568003128,0.8702324850709128,-0.043427954771200775,0.6863476399706472,0.6769523858804579,0.08528437920488835,0.11069709177303579,-0.08170361553235465,0.0705660391863733,0.0852843792048884,0.09167527070738772,0.0698143762410565,-0.004598177675976252,0.8775279600646613,-0.1041755968028716,0.04452942116124962,0.7415177453491228,0.7467071802705214,0.36181724103830715,0.30776004472547064,0.7475777152104989,0.7799243960237544,-0.47878307611236415,0.7854325009089891,0.2099343445504058,0.08060288082562275,0.35041605331563097,0.30975574928796573,0.37195401027865566,0.4009556522122615,0.31245561133305894,0.17435823374317178,0.4016368736562598,-0.16047554226486738,0.39602496795372666,0.52775311486545,0.8783676520752607,0.6489739232193049,0.6616733591051911,0.16709362883509452,-0.2803888370807319,0.4295209371629082,0.8761253689336115,0.5880467006193245,-0.09741437340183118,-0.15706068478205537,-0.41744980075144283,0.4792705995497394,0.4475671209344212,0.3718734690346683,0.48433903761036373,0.43528922356645977,-0.031784669505013505,0.5305211289980188
EMA10_marketcap,0.8971990754935292,0.8991428750443378,0.8926637084499566,0.895936870116816,0.6948134785050043,,,0.8986139666942089,0.8984106335757424,0.8969517542553263,0.8937992311422596,0.8875488874376769,0.8522969715888614,0.8347126947987584,0.7369455088904011,0.6500090476420278,0.8988858279704207,0.899267668069708,0.8937746761297632,0.8854914968116424,0.9151023893500934,0.992160971589507,1.0,0.9980749762117199,0.9918357911761044,0.9797616332520229,0.918443431732112,0.877834421341615,0.9895523723103825,0.99485965800242,0.9772766387967489,0.9560575613762442,0.14473314159680029,0.3384592474681324,0.38557183043760573,-0.09666617006743765,0.9020104350975188,0.8766270422626665,0.8937746761297632,-0.049768267249585905,0.7101667163113305,0.6884568797226934,0.06441268328215677,0.08520325805617757,-0.08648620041742765,0.04282023901032205,0.06441268328215688,0.06273099582753101,0.04279861593737438,-0.009910748154079004,0.8959368701168179,-0.0997841384203255,0.02277203808104699,0.7571844463205742,0.7629804659778723,0.36765276498380217,0.31592454609373233,0.7617832220497514,0.7949907974018219,-0.4880245069600847,0.8044806992238652,0.21141804871060713,0.07806717073045816,0.3549518491495437,0.3204861710673499,0.37970705312815645,0.4062508918008435,0.320904020276698,0.17668812351523797,0.4162214967139647,-0.1691604096707294,0.39009256860749764,0.5365207642979345,0.897128384471288,0.6622589973314715,0.6742721688744158,0.1696448606217493,-0.3109693166533759,0.43606380450121296,0.8951246322095321,0.5988653158213043,-0.10100989620958589,-0.16457478158901237,-0.4419983170293917,0.4953657011388197,0.42413180795521654,0.34012786816721463,0.4913046949670835,0.4410810629457432,-0.04440332659847346,0.5311069046736283
EMA14_marketcap,0.9047601030776727,0.906256670944732,0.9006268424127412,0.903361047600213,0.6741315690204007,,,0.9065203417217249,0.9071593617813936,0.9063174014737372,0.9039099956116864,0.8984924307998605,0.864062165200538,0.845752920149935,0.7513005233077804,0.6637386020540657,0.9066929119684984,0.9080003105592145,0.9043812424905944,0.8973463346585351,0.9005918535366283,0.9833927598206368,0.9980749762117199,1.0,0.9977177945756854,0.9894791906971762,0.9331030198511998,0.8918297907731959,0.9814117843648661,0.9951331726980245,0.987992962349647,0.9710777910968661,0.12577914480649094,0.31517512748354864,0.3667496525136046,-0.11587165766555546,0.9113677555115793,0.8885221655748144,0.9043812424905944,-0.058739269459641134,0.7210009130410779,0.6917642128494078,0.05280101360532681,0.07079434942537435,-0.09322603781501615,0.027235245077963165,0.05280101360532681,0.044628523454630795,0.024068647723734404,-0.011986529890823697,0.9033610476002136,-0.09815405277322785,0.018142479069981756,0.7639258202835004,0.770081383977821,0.3695717768527723,0.32016852916620425,0.7681236622396603,0.8023060083627758,-0.4912566282233986,0.8136993279117802,0.21068998279624224,0.07537702648984994,0.3560855582127999,0.3262376701891163,0.3836278825917596,0.40755474671440184,0.3251308741527228,0.17727890736864482,0.424331584649035,-0.17293091300387609,0.38169537939737885,0.539073492790914,0.9046891478800592,0.6674992490643654,0.6793061392229743,0.16942909969426417,-0.3243989059971235,0.4379865492319159,0.902793218556708,0.6019966114322239,-0.10377914902759634,-0.16934843647290732,-0.4499044570500177,0.5040574477848303,0.4133774450311426,0.3249475695073061,0.49481964927034255,0.44362582017666236,-0.04897324641328299,0.5310047345818404
EMA20_marketcap,0.9113797273066785,0.912476998913661,0.9075763057392614,0.9098469018963625,0.6530910508725185,,,0.9134921755648152,0.9150870393001663,0.9150226056873392,0.913642632948725,0.9095128884423476,0.8772246943072773,0.8583590478210957,0.7670078375734116,0.6800175906616305,0.9135512605441346,0.9158035363308393,0.9145075245444647,0.909387113609134,0.8851754272172931,0.9711963248751567,0.9918357911761044,0.9977177945756854,1.0,0.9967954312320851,0.949195360813424,0.9080905366794514,0.9691909313914624,0.9898961599517091,0.9943818846130704,0.9843811826996747,0.10178923457064121,0.28134396908928694,0.3357272506082015,-0.13144365501066296,0.9196675456542023,0.9005807321459507,0.9145075245444647,-0.07195775085261473,0.7316002249006573,0.6934860524756071,0.040496039576152706,0.05540347327089181,-0.10464879301589392,0.010427272242205554,0.04049603957615278,0.02434338484888825,0.0022690279263430932,-0.014035945673546962,0.9098469018963622,-0.09739264682129098,0.01568783811349682,0.7704254162687102,0.77699796380589,0.370775890394794,0.32523692625404066,0.7751276208840024,0.8111933795245633,-0.49379342263440174,0.8238822999357752,0.20851872879701117,0.07098237348903304,0.356408187186188,0.3329874384640777,0.38847424660717833,0.40794933087357593,0.33014345283658264,0.17730920433458233,0.4341865490266092,-0.17514586248314984,0.36715062720584707,0.540408416363789,0.911306770911889,0.6722808133913679,0.68400264635901,0.16775823333585219,-0.33874410897170937,0.43897399213603283,0.9095051948480618,0.6029266211266407,-0.10762585659641118,-0.1756794316106168,-0.45697148803716287,0.5145862679964199,0.40414819371276933,0.3115658669750195,0.5006287580289739,0.4469219291847345,-0.05487569927418024,0.533395256284148
EMA30_marketcap,0.9166860861368717,0.9174313676270729,0.9131315241125423,0.9150106099497809,0.6298703292018685,,,0.9191643554986128,0.921844306267882,0.9227514136088649,0.922776346085935,0.9206233748285052,0.8930625526717118,0.8742327261900644,0.784440152107436,0.700641790158624,0.9191012839121382,0.9223286458223109,0.9238030320657135,0.9214346823355827,0.8672935629073342,0.9543302135923424,0.9797616332520229,0.9894791906971762,0.9967954312320851,1.0,0.9674740548456574,0.9284784495386343,0.9519556595605477,0.9777952982588953,0.9938180341429018,0.9931959042871996,0.07120553708687909,0.23291158136862547,0.28694954058752714,-0.13908064556073507,0.9266959034432991,0.9123041000123723,0.9238030320657136,-0.08849506278121773,0.7423641954302005,0.6933463127586607,0.027574777725500547,0.03913807856579418,-0.12200027700073308,-0.00794758988241169,0.02757477772550061,0.0016634326542069864,-0.022190502445648082,-0.016309877866625237,0.9150106099497811,-0.097085499295226,0.015058986717453817,0.7766866608740026,0.783859838322099,0.37059952613244607,0.3323584206049495,0.7842558347391023,0.8236549462260265,-0.4958605643542989,0.8364214324421956,0.20373292960075834,0.06346315406750691,0.3554813711896995,0.34171660096675266,0.39575395564913374,0.4071290055313906,0.33724998357132374,0.17611482452864444,0.4473853561905833,-0.173351410141418,0.34211150758351877,0.5400305709287851,0.9166091806398464,0.6766880680091608,0.6885344836607579,0.1639646727096037,-0.35709301221432255,0.4386017154997636,0.9148949133332396,0.5993677190822287,-0.11369184518399533,-0.1856817965157589,-0.4644838194395835,0.5280761812956066,0.3979696955361849,0.30260029963608504,0.5110991921132321,0.45153796576260286,-0.06382072177920874,0.541504338069781
