Regime,N_Days,Mean_Return,Volatility,Sharpe,Max_Return,Min_Return,Positive_Days,Negative_Days
0,1027,0.006704857545701991,1.1307530807239556,0.0059295505446770565,2.990624787008711,-3.016908579486144,499,528
1,687,0.2652600932399101,4.580875554619279,0.057905981089668816,18.746473745444426,-15.974726042472353,358,329
