Date,BTC_vs_bc_hash_rate,BTC_vs_bc_difficulty,BTC_vs_bc_n_transactions,BTC_vs_bc_transaction_fees,BTC_vs_bc_miners_revenue
2021-06-11,-0.150158130723042,-0.01609020450201793,-0.030283679058005736,-0.038631858836662966,0.06419158890734589
2021-06-12,-0.16782262268612969,-0.014515479800985387,-0.04801714466666951,-0.04654241797212195,0.035850685685586366
2021-06-13,-0.1667962852986801,-0.05097980615983441,-0.08232230394204676,-0.09053044657246224,0.03566969717308738
2021-06-14,-0.18670058593600503,-0.07192706502304526,-0.06654360864249219,-0.06310976742431286,0.04209527788254238
2021-06-15,-0.2074897660858026,-0.05395025731063615,-0.10131004073424082,-0.06787070625114273,0.023750895509611188
2021-06-16,-0.20149073174292448,-0.05387020591553058,-0.10927923667530873,-0.06470471740384888,0.030908119391619318
2021-06-17,-0.1245082694588121,-0.05434559498330516,-0.00825050843227317,-0.021637915784414787,0.11618913069476523
2021-06-18,-0.11799075544824526,-0.05453435246030042,-0.0028487356828898087,-0.021072594629699893,0.1273218315905697
2021-06-19,-0.13693185820539083,-0.05495433643012204,-0.023346926027234635,-0.035015648621818475,0.11126081802757301
2021-06-20,-0.1610440532607468,-0.05457915855638397,-0.05313693636486966,-0.04727899449560271,0.09285364228517252
2021-06-21,-0.12902012721491815,-0.05430173335226507,-0.07580677179274914,-0.10950931688115137,0.13450252854815314
2021-06-22,-0.14160006380596055,-0.053555132865477716,-0.07698242078318905,-0.10399074588023945,0.1167804040488411
2021-06-23,-0.1208355652412097,-0.05242818208466035,-0.057257946505970075,-0.10887246343078058,0.13514918832822329
2021-06-24,-0.11830883422895636,-0.05155695392921482,-0.06884790216885922,-0.12613181504132137,0.13100272637404667
2021-06-25,-0.04451663107708227,-0.056893348857249164,-0.053748769881887315,-0.20438588615261602,0.14353929060832613
2021-06-26,-0.07895348754748477,-0.05700642381911068,-0.08122749034926531,-0.21030678188856003,0.10537612283971272
2021-06-27,-0.1214091541563882,-0.054613624337222916,-0.1392033080847257,-0.2137058890535069,0.061259813333169294
2021-06-28,-0.12962971094181464,-0.05437799077552324,-0.1287831079465097,-0.19439820620902173,0.05120355484645412
2021-06-29,-0.19018268319024842,-0.056758651738479424,-0.1628707004174567,-0.19670325357591611,-0.003588653184558312
2021-06-30,-0.18888686262007426,-0.053411829151518285,-0.16362433018139544,-0.19813776996456237,-0.0033395952637680607
2021-07-01,-0.1912690957267983,-0.06119843128681004,-0.17142724492744973,-0.20752642454883527,0.004152711841297332
2021-07-02,-0.19219643378328527,-0.06161121493632118,-0.18743250005995313,-0.21822609998403972,-0.0006393539127188663
2021-07-03,-0.17333810856389872,-0.08756542767661492,-0.16341603383279787,-0.2369672426586496,0.024191554009136418
2021-07-04,-0.14542261704654383,-0.09938127489643067,-0.18441937897539618,-0.24832110903161575,0.048917852843550075
2021-07-05,-0.15892358893462089,-0.10017955958617888,-0.20397184156486095,-0.24938415693039254,0.03867308005032446
2021-07-06,-0.15405480794659004,-0.10025569135019693,-0.20250154843504126,-0.24817545557834844,0.03772622044091957
2021-07-07,-0.1494787602757658,-0.10136385934823236,-0.1950756576499904,-0.23916276291518143,0.044786117587807796
2021-07-08,-0.15862171679290082,-0.10147170533624006,-0.1981128049909191,-0.23166955885446305,0.03894974027421495
2021-07-09,-0.16873626448750648,-0.10016717440357742,-0.18217587245172864,-0.2175435894094325,0.032965799073939345
2021-07-10,-0.16171725505284237,-0.10083230901551504,-0.18109485974085848,-0.20939291693683346,0.035503751485068485
2021-07-11,-0.18012122428810912,-0.10184468311315537,-0.20192809973092057,-0.2266895487817767,0.023856370991077618
2021-07-12,-0.18521517981090424,-0.2223597400458936,-0.21674761914767962,-0.24185182865444305,0.030818888519191436
2021-07-13,-0.1860789560129185,-0.24225078974617786,-0.21678889018327283,-0.24289257574944886,0.03280680700113237
2021-07-14,-0.19079512646515231,-0.2356162644986882,-0.24320880161663272,-0.2648133323400875,0.023779033154965903
2021-07-15,-0.1655871270910825,-0.2379529051258577,-0.2380734762539778,-0.25925317623492505,0.04550911851780224
2021-07-16,-0.19137873500493816,-0.2364161487382526,-0.22141911952364152,-0.22295160035561987,0.018479468503900483
2021-07-17,-0.20298374012364434,-0.2350838677566113,-0.2275100407423674,-0.22676099909725003,0.01178035193339925
2021-07-18,-0.15541955130073914,-0.22307914298807696,-0.19844403950920053,-0.14164040014975252,0.05725638110959939
2021-07-19,-0.16224919990000786,-0.25048760750684035,-0.20281796472063507,-0.18993346756238222,0.06021750708048738
2021-07-20,-0.13331091399586145,-0.25088344759038234,-0.20959158177288548,-0.18979735889098867,0.0846182115797035
2021-07-21,-0.07770349484234529,-0.22289132547640583,-0.1935567696686671,-0.20531887660124648,0.12858609940969987
2021-07-22,-0.07280688294064917,-0.21798022336484274,-0.22194645424383275,-0.22874878496557843,0.11772451082816464
2021-07-23,-0.11306455121942614,-0.22602309545336677,-0.27255454140301366,-0.2266674733345972,0.06830514824991223
2021-07-24,-0.09996309065482836,-0.22112624170296075,-0.27950488471741947,-0.23760084605251686,0.08024976360028596
2021-07-25,-0.09964072446304338,-0.2172754790055219,-0.2869959125365716,-0.24582023596914307,0.07925242383323564
2021-07-26,-0.10676742839049291,-0.2010849869293916,-0.19448663355100942,-0.1475122888506078,0.09301995593061316
2021-07-27,-0.07251370801911358,-0.1848825217773854,-0.1982530858149122,-0.15444510299609865,0.10374046537823625
2021-07-28,-0.07931303615420073,-0.18015504413204328,-0.20790537564342346,-0.1705865819999204,0.09369859554202103
2021-07-29,-0.08362037038100352,-0.1678485763666468,-0.20302296181181384,-0.16387336262260874,0.08103931367015181
2021-07-30,-0.07041766765989474,-0.1559329787610339,-0.23366432988389574,-0.17771609621040735,0.0829417751530697
2021-07-31,-0.069607273575845,-0.1503179182206695,-0.22183978839906626,-0.16967271301951403,0.08434151362332788
2021-08-01,-0.07850006625708002,-0.15959219452182033,-0.21015600560190184,-0.15950515701933776,0.07782325255453935
2021-08-02,-0.05891891046646372,-0.16259746097119296,-0.22290215611142858,-0.16846414430344925,0.09856228476789587
2021-08-03,-0.09989022402003278,-0.16350311093378375,-0.2394011353435833,-0.18134742138461662,0.06059378010939355
2021-08-04,-0.12501698961609634,-0.15998063905346172,-0.26290989970581535,-0.18879422073002533,0.026529471226930296
2021-08-05,-0.11427743798655375,-0.15847659866666705,-0.26063656171126764,-0.1891506703590274,0.03809634947988607
2021-08-06,-0.14157625086430012,-0.1558524767852197,-0.21811539709010638,-0.15165116558170716,0.02587422764636168
2021-08-07,-0.13139905361804416,-0.15297334939528984,-0.23137663405532755,-0.16569382828479085,0.036810628706797
2021-08-08,-0.08524727401601269,-0.1618991503285687,-0.19886992334455222,-0.15991896827324195,0.07048106119276443
2021-08-09,-0.09835249157898782,-0.1560106508108505,-0.13938580660605798,-0.11337035699076539,0.060419556547949234
2021-08-10,-0.10164665667716836,-0.15673010420055708,-0.137252819729805,-0.11182093551556095,0.0561779176598931
2021-08-11,-0.06075464070863084,-0.15722937848702095,-0.1369201325930269,-0.12369649536640398,0.08981222902131991
2021-08-12,-0.06296185427747061,-0.12465366438148158,-0.09798433016686214,-0.07908090797807911,0.0954647282437628
2021-08-13,-0.06250888459619888,0.10586483486620733,-0.10666443128353627,0.010590353821333432,0.07364049719639638
2021-08-14,-0.07485558704780894,0.10299639196013759,-0.09511166010486506,0.023930337249150172,0.06159970483854045
2021-08-15,-0.09175998584870773,0.10288559456787355,-0.08918497286699158,0.024508890748274486,0.04563506878954026
2021-08-16,-0.07509659781994969,0.10303651952435686,-0.1159489797204291,-0.005757256561231979,0.056985368628467946
2021-08-17,-0.09649122375816635,0.10350419975160052,-0.12621867455945973,-0.005725010311166393,0.030392179852724844
2021-08-18,-0.09944244020814066,0.10334205300430678,-0.1316696258409882,-0.008878609352349754,0.02583052296354826
2021-08-19,-0.08266491691968333,0.10064361035983843,-0.13148879229747587,-0.020779120652222843,0.03783009548507421
2021-08-20,-0.08321964586098576,0.09823296269404823,-0.0788560196744935,0.09098213137164031,0.03947516875188258
2021-08-21,-0.07946465398491669,0.09921980940471485,-0.06668853161539376,0.09476004990283846,0.044255968525652764
2021-08-22,-0.08825808974713419,0.10036314273984581,-0.07979344321168562,0.08958923562901117,0.03128443564966087
2021-08-23,-0.08981932716930661,0.10119750071934301,-0.07886446767625545,0.09291518341058794,0.02939251403865113
2021-08-24,-0.042382023158960384,0.1027669550186918,-0.09466884338462664,0.08026103133393177,0.06617443759825072
2021-08-25,-0.03271394480294372,0.13064431874415822,-0.09310213859756783,0.07862541238724946,0.07419996745755324
2021-08-26,0.021982629822580545,0.11251336653402365,-0.03335453457380698,0.09939984100865361,0.1445267545705425
2021-08-27,0.028331947758345112,0.10840168873376477,-0.021660298700556444,0.12669602506479677,0.15033745007436652
2021-08-28,0.02981095164256217,0.11160218135470627,-0.011393607885978147,0.12909668426761028,0.15028935969621002
2021-08-29,0.023384822927032894,0.11081780872181748,-0.004570508880483489,0.13935315704648607,0.14380576097279926
2021-08-30,0.06334452059398603,0.11083794606302212,-0.03991001660046683,0.10961454667538695,0.17651274220888907
2021-08-31,0.06329346410301266,0.1112565814881322,-0.039889676987013054,0.109678036485379,0.17790026659205324
2021-09-01,0.04789953311226025,0.1279093328257006,-0.0479156393003236,0.1263635754151571,0.16138394014564966
2021-09-02,0.05756967269778265,0.1331514064420302,-0.04085445414107803,0.13277533167122368,0.16509153589855566
2021-09-03,0.07973435039212494,0.1304431511317589,-0.003711433664787366,0.1389451314101163,0.18275256396657885
2021-09-04,0.07684642668070987,0.1319938842658583,0.002529522065018113,0.1435128466426166,0.18045183259785544
2021-09-05,0.07259060501771558,0.1252933584752297,-0.0122079454737444,0.12657847806207512,0.17711608316264105
2021-09-06,0.09182977193546446,0.121367192159073,0.0018373144012459167,0.12081720961060771,0.19006968774707214
2021-09-07,0.15295250596298346,0.12423597900003583,-0.0006906195745377394,0.10758241362102582,0.24312657473095406
2021-09-08,0.17600302693266942,0.07935886705939461,-0.00620006045895029,0.1087136451686654,0.2737932914869893
2021-09-09,0.19157273140499992,0.08124291695957533,-0.0005691858745089735,0.11054978178663348,0.2896367516671967
2021-09-10,0.19449023005652852,0.08136929471346531,0.04211801537274936,0.1498820060355568,0.29420125694166993
2021-09-11,0.2015320282714302,0.07908752688059408,0.04308724505755603,0.15170370517258389,0.29660005985741905
2021-09-12,0.21349596031422718,0.077037346399585,0.03772317494416655,0.14496233341919562,0.3101176889335961
2021-09-13,0.17129577273846272,0.07639460500355368,-0.000281986019090523,0.08873651296764358,0.2750221415848345
2021-09-14,0.1907387291366181,0.06798357262293273,0.002229276712552089,0.07519921282963601,0.29615197190973547
2021-09-15,0.17101360914277555,0.06531365895674664,-0.0009709981795330602,0.07624094574010581,0.2800824989827913
2021-09-16,0.17465433075360054,0.07168812387293498,5.123407043421089e-05,0.07794569335895442,0.2825829749778521
2021-09-17,0.21335824629953593,0.06998502224639049,0.054763463599062895,0.12636715415548838,0.3147527935067465
2021-09-18,0.17755832596605894,0.06202386297796573,0.04703387452617186,0.11331409177906965,0.28225323152482545
2021-09-19,0.13181700627728002,0.08125366629806131,0.059596618311205746,0.16586458170102816,0.24595221235877635
2021-09-20,0.11391901739655542,0.08954235120762075,-0.05005320505919428,0.042606169761032625,0.2537788100276087
2021-09-21,0.19809446381588422,0.07768020269426196,-0.03220921342715701,0.02316803399597,0.3252664043149514
2021-09-22,0.2061190634562988,0.1006347846779596,-0.006041491911660887,0.02439455140073867,0.3262266397742981
2021-09-23,0.22060435441002474,0.10195316645190403,0.0015310024785382859,0.0343683568447293,0.334580237648516
2021-09-24,0.24536479271659806,0.11723358633316376,-0.07984272706501692,-0.04823936377377193,0.33255111969845774
2021-09-25,0.22123435215218973,0.12781506076854296,-0.07049553815232706,-0.031659822528978886,0.317927782778189
2021-09-26,0.22466214695200545,0.12842730220975845,-0.07175300558459012,-0.031085641138585658,0.3187866008748082
2021-09-27,0.20940262321602918,0.13120112262423173,-0.089472001991932,-0.047585310245840916,0.30066094782431824
2021-09-28,0.20818726289325826,0.14580258534077353,-0.0859149091003502,-0.04457110947434505,0.3071352375776419
2021-09-29,0.19412510027387112,0.18675282117665948,-0.09830154595021948,-0.05490164532447816,0.2938031301540339
2021-09-30,0.2375012018222316,0.178967977227432,-0.08151808604632954,-0.04447580379264289,0.33271792451440974
2021-10-01,0.17764836708291462,0.15730127096550114,-0.08056233276259649,-0.02307466497503322,0.28192865067942197
2021-10-02,0.18664873895965436,0.1554978210240082,-0.07704102071239968,-0.020752636720125176,0.27838204243088593
2021-10-03,0.21454523298658437,0.16118463504999014,-0.07524809088419505,-0.030144472233103316,0.30824915105168854
2021-10-04,0.20604904713711042,0.16343434146255365,-0.06717772332834179,-0.021454507220396452,0.3008696813637536
2021-10-05,0.22360450704777726,0.21504644043255688,-0.05547807840616673,-0.010965143987751032,0.3087574372556246
2021-10-06,0.1550255569708456,0.20943884292733958,-0.0627792521704091,0.01982968271025957,0.24919724410168193
2021-10-07,0.14385189900587772,0.2099686104848766,-0.08366374192728379,-0.002572867991914697,0.23417731160258745
2021-10-08,0.15590888559078023,0.22206405261801124,-0.1332142560370841,-0.030268469265275426,0.24311465582299102
2021-10-09,0.16908292481916454,0.2176204834052854,-0.13634498892343622,-0.03693383126167379,0.2571900481745938
2021-10-10,0.16789319588896287,0.2180584664354322,-0.1323669528973008,-0.035519563862978366,0.25632109926152224
2021-10-11,0.15200541135219872,0.20638071068286806,-0.09616348733031442,-0.0018454067704842092,0.24372424806330778
2021-10-12,0.1709832038807881,0.09263192161479213,-0.10137226523308532,-0.09495878091174306,0.2694377881920497
2021-10-13,0.19819785945340623,0.09045443735304291,-0.11093930422465294,-0.11584957059053876,0.2914090531995046
2021-10-14,0.20129898863062487,0.09055673000980212,-0.11260581588627565,-0.11654506185477669,0.2936617951814488
2021-10-15,0.18988154184229367,0.07584766695885577,-0.07698128408169588,-0.06706228339582743,0.2868611716268062
2021-10-16,0.20214885472894814,0.07387868424206914,-0.07539176632015383,-0.06406658535868781,0.29866877007654136
2021-10-17,0.20410484330336068,0.0728577935695018,-0.07738605228526609,-0.06580734557800384,0.3043340079205228
2021-10-18,0.1922791242799517,0.07858200249263368,-0.07549672981659096,-0.05283244764619715,0.29508767673238273
2021-10-19,0.19473798411081675,0.09318526554901387,-0.07798258606851016,-0.07336484726346088,0.28999267072730156
2021-10-20,0.192829031693024,0.08822492195533749,-0.09186834447672783,-0.0729307125877561,0.2927137801100241
2021-10-21,0.19367680921282845,0.0951457257380393,-0.10301146709135992,-0.0750912207851331,0.29374962156363876
2021-10-22,0.1903345645567657,0.09849193044973761,-0.09840844807825262,-0.06366547567351935,0.2985046753601709
2021-10-23,0.16060696238396818,0.09261330447011833,-0.1065483949906086,-0.06645368964497145,0.26978457312785514
2021-10-24,0.15323433747518309,0.055806164247585145,-0.1036283571499182,-0.05557234158713723,0.26898017428989623
2021-10-25,0.16812808631444798,0.07947827194486502,-0.07436632280158297,-0.038747139804684735,0.2734802553593594
2021-10-26,0.19668088564853486,0.088163797129731,-0.0742575787209849,-0.03322498294970235,0.30109941137143703
2021-10-27,0.19034319074579717,0.090778018434517,-0.07543525834588301,-0.02761372004860604,0.30045262449306825
2021-10-28,0.18735363108211364,0.08572544516845383,-0.07811552236295477,-0.029955926573831247,0.2989818675562676
2021-10-29,0.1742350931235805,0.0787838880286882,-0.04214722686067566,0.0043638230755178335,0.2876972985641034
2021-10-30,0.178189986963909,0.07966886926708017,-0.034970861896365786,0.011212122056949676,0.29045819724316957
2021-10-31,0.19315133269849435,0.07754156757419645,-0.03124989158217129,0.00039117623745281866,0.30368612129208794
2021-11-01,0.1853530517900582,0.04852478926662761,-0.040177002614070347,-0.01122725062851529,0.30071324609394573
2021-11-02,0.19171076068215237,0.045899388586279954,-0.03870973291903198,-0.0033121980922615154,0.3086575431153236
2021-11-03,0.1925850457045457,0.0462460060523054,-0.04210928989756623,-0.0057193200889614,0.3092245236424919
2021-11-04,0.20041001730635583,0.056355185806434685,-0.02823680216122727,0.005691206016004592,0.31709312554161
2021-11-05,0.1950647260055178,0.06008733122966742,-0.042734944030361585,-0.011266586197345893,0.310553482882802
2021-11-06,0.15394274131978627,0.04835774579352257,-0.0417798695711344,-0.007293918536182067,0.2800369333425694
2021-11-07,0.14746651198422142,0.10212733241918653,-0.04838501305594717,-0.022268615655191712,0.26912589320256514
2021-11-08,0.09746394146134409,0.08840790230594978,0.011758381610131546,0.055825492392330034,0.2387642947150637
2021-11-09,0.08743144528289662,0.08606966009059727,-0.003393935535621575,0.04253940676849658,0.2243220827154707
2021-11-10,0.0914411260887415,0.09033631391777834,0.01070669760557732,0.05764865299275034,0.2294750670542718
2021-11-11,0.09091660810210593,0.09316572360127186,0.01729642759798818,0.0659395954894775,0.22986104829291903
2021-11-12,0.11067257281829697,0.09198861895614778,0.052896327103004896,0.11414922192778437,0.24512200275167825
2021-11-13,0.10289529913089833,0.09950563081947374,0.04837772700283067,0.1197182845188166,0.23424765259639513
2021-11-14,0.12133187410204382,0.11290682681105538,0.04584831995850544,0.11123971888257218,0.24980090037657984
2021-11-15,0.12471599686823114,0.10753389559061735,0.0087530109509124,0.07865524552225203,0.25324021332527535
2021-11-16,0.13176821440903008,0.11131644721556389,0.0015766143336910271,0.07376820589299814,0.2743084621088463
2021-11-17,0.12867462873777424,0.11462655647896935,0.01216602190804071,0.08308341092277842,0.27125216510360567
2021-11-18,0.1408266572282964,0.11761750071998806,0.001722427443275978,0.08509854760032509,0.2794844208272389
2021-11-19,0.15316447044496717,0.10742714077327449,0.1098432043392897,0.21333575605644284,0.271535969058455
2021-11-20,0.10272343218776656,0.1319581201010878,0.0825655233553889,0.21756531724397685,0.23093251900941592
2021-11-21,0.09830409237168881,0.10138145453430768,0.07111881576595751,0.2426632935223106,0.23275511333860383
2021-11-22,0.0654810425461085,0.10912940619939265,0.029158488082543434,0.21100476819573682,0.2118829524113677
2021-11-23,0.04306305164931264,0.10158184346301327,0.032807596999283144,0.22337128495187117,0.19047342033775966
2021-11-24,0.016529068915587287,0.1040125288229204,0.023403198733782594,0.2158186083896546,0.16207601432016627
2021-11-25,0.007920618652476815,0.10265148026687387,0.022458647189679683,0.216615483182226,0.15118804904934138
2021-11-26,0.018268491796208285,0.10564950142380446,0.04547636312108408,0.2419370616629741,0.17243234045755307
2021-11-27,0.021117440595072815,0.09944217081217643,0.033747507381450347,0.2233672573057317,0.16779790042931328
2021-11-28,0.018004186066660446,0.07371332381986614,0.01844541748545724,0.21243481332033595,0.16581322527402453
2021-11-29,-0.03889675918892571,0.07883014713217439,-0.005310948530513422,0.19297822059632347,0.11503138938645913
2021-11-30,0.012465806790624165,0.0962475172671772,0.015081079469539278,0.1890918447550583,0.16130953892765904
2021-12-01,0.024775750922819906,0.09497001627127365,0.012725696758310595,0.18003667046042074,0.18465303442378989
2021-12-02,0.016214453240927143,0.0977247788717097,0.012187054171252607,0.18508188255379363,0.178456544980483
2021-12-03,-0.006444724036335753,0.10386462904890789,0.01924182477516287,0.20682921945813051,0.15322500940947978
2021-12-04,0.010070823950799333,0.010110409655946373,0.036218583817724935,0.151914761372029,0.2105908583838591
2021-12-05,0.08431591647772338,0.013651063525698462,0.06724193728075613,0.14207954034334364,0.2762559505620613
2021-12-06,0.09279348587743437,0.009026082762216838,0.10496506166347856,0.14083643409947333,0.289655724695792
2021-12-07,0.09465749179142981,0.00907301138637785,0.1076561788400648,0.14236311419962264,0.2950154461218397
2021-12-08,0.07799886957139897,0.011117180825997192,0.11626920868155163,0.15423739314668514,0.286192037856124
2021-12-09,0.08770760406387718,0.01624852642893907,0.10523752265125805,0.13836777531753877,0.29573740599511616
2021-12-10,0.11535015679371304,0.02200914597242612,0.06163879028707589,0.09412556392844695,0.3151505213174756
2021-12-11,0.10713229564379384,0.13066761087149395,0.030060591422157962,0.059650998965574666,0.29495361012926646
2021-12-12,0.07358829192113292,0.13818074979610426,0.023262732828290555,0.05968983669319414,0.2740931849816043
